horseNumber;horseName;horseSex;horseAge;driver;betDistribution;earnings;winPercent;recordSuffix;recordDecimal;earningsPerStart;shoeInfo;cartInfo;lifeStats-tot;lifeStats-1;lifeStats-2;lifeStats-3;vOdds;pOdds;Tränare;Plats%;Snittodds;Poäng;Hemmabana;raceIdx;result;won;pValue;plats
0;830;1;6;173;0.0046;3084721;0.11;71;7;56085;2;2;55;6;7;2;100.24;7.415;377;0.27;45.92;2183;15;7;d;0;0.0;0
1;976;1;8;36;0.233;2751666;0.25;64;19;36206;2;0;76;19;11;9;3.96;1.9849999999999999;64;0.51;14.52;1362;4;7;1;1;3.96;1
2;1343;1;7;62;0.2352;8817540;0.39;26;6;149449;3;0;59;23;12;7;4.01;1.66;105;0.71;8.11;1795;23;7;2;0;0.0;1
3;1520;1;5;3;0.024700000000000003;2562855;0.36;29;6;77662;2;0;33;12;8;5;27.23;4.165;160;0.76;10.10;3045;7;7;3;0;0.0;1
4;582;0;6;5;0.049400000000000006;1877750;0.39;50;7;42676;3;0;44;17;3;5;19.26;4.13;178;0.57;8.68;3790;12;7;6;0;0.0;0
5;1175;1;7;47;0.0425;5949486;0.11;66;20;91530;2;0;65;7;11;7;15.58;3.265;176;0.38;8.13;2200;18;7;5;0;0.0;0
6;1521;2;5;103;0.0463;2448795;0.32;25;6;78993;1;0;31;10;3;1;14.36;2.955;176;0.45;14.46;6336;18;7;99;0;0.0;0
7;983;2;7;64;0.0149;4404517;0.15;21;6;66735;2;2;66;10;11;9;40.72;5.824999999999999;64;0.45;14.15;7292;4;7;99;0;0.0;0
8;826;0;7;11;0.0693;6719727;0.21;24;6;100294;3;2;67;14;14;12;16.44;3.685;11;0.6;8.34;6678;8;7;7;0;0.0;0
9;948;0;6;106;0.2799;3323500;0.26;107;39;87460;2;2;38;10;4;5;2.79;1.58;199;0.5;8.56;2810;12;7;4;0;0.0;0
0;1462;1;4;187;0.1736;234500;0.05;10;4;12342;2;1;19;1;3;5;5.10;1.9849999999999999;365;0.47;50.29;995;21;1;4;0;0.0;0
1;1522;0;6;3;0.0109;246906;0.07;11;3;5878;0;2;42;3;9;2;61.97;8.17;577;0.33;8.84;1020;13;1;99;0;0.0;0
2;1464;1;4;11;0.20149999999999998;231000;0.27;30;3;21000;0;2;11;3;3;3;3.74;2.075;11;0.82;7.34;1535;8;1;2;0;0.0;1
3;1523;0;5;169;0.0127;180200;0.31;85;3;13861;2;1;13;4;2;0;45.15;9.215;578;0.46;21.68;1845;27;1;7;0;0.0;0
4;1524;2;4;39;0.09820000000000001;215500;0.21;14;3;15392;2;2;14;3;3;3;9.72;3.13;51;0.64;4.27;1855;11;1;6;0;0.0;0
5;1463;1;5;103;0.2066;240800;0.15;7;2;9261;2;2;26;4;3;5;4.43;1.97;176;0.46;8.65;1085;18;1;1;1;4.43;1
6;1233;2;4;69;0.0466;184000;0.36;11;3;16727;1;1;11;4;3;1;20.02;4.815;104;0.73;7.65;1805;22;1;99;0;0.0;0
7;1525;0;5;195;0.0688;218300;0.27;17;2;19845;1;2;11;3;4;1;13.68;3.1950000000000003;146;0.73;6.53;1178;12;1;5;0;0.0;0
8;178;0;6;5;0.1112;138000;0.4;161;22;13800;3;2;10;4;0;0;8.43;2.8449999999999998;126;0.4;6.41;1315;11;1;3;0;0.0;1
9;681;0;4;44;0.015;143000;0.14;16;4;20428;2;2;7;1;2;3;24.80;5.17;64;0.86;12.11;1230;4;1;99;0;0.0;0
10;1526;0;6;8;0.0172;238000;0.14;79;3;8500;2;1;28;4;3;3;37.12;7.155;146;0.36;12.13;1913;12;1;d;0;0.0;0
11;1527;1;4;61;0.0377;171500;0.27;34;4;15590;0;1;11;3;1;2;26.13;5.33;89;0.55;5.85;1005;13;1;99;0;0.0;0
0;1259;1;6;167;0.16;546079;0.28;162;14;12699;0;1;43;12;1;6;6.45;3.165;331;0.44;3.36;1525;27;2;1;1;6.45;1
1;1383;0;8;46;0.0692;726800;0.17;95;14;11356;0;1;64;11;7;8;8.50;2.8049999999999997;540;0.41;8.63;2630;17;2;5;0;0.0;0
2;1528;1;5;300;0.3065;586333;0.32;163;17;17245;2;1;34;11;4;2;3.21;1.8900000000000001;579;0.5;4.94;1138;10;2;2;0;0.0;1
3;1382;0;11;54;0.07780000000000001;700100;0.09;154;15;5933;2;1;118;11;14;15;8.15;2.59;539;0.34;56.57;1655;15;2;4;0;0.0;0
4;653;2;8;69;0.0048;500229;0.14;94;17;10004;2;1;50;7;8;6;65.70;13.830000000000002;329;0.42;30.50;770;22;2;99;0;0.0;0
5;1507;1;10;62;0.015700000000000002;817026;0.08;98;14;7707;2;1;106;9;12;12;41.61;8.71;572;0.31;11.35;1880;22;2;7;0;0.0;0
6;426;0;5;3;0.0406;1015228;0.27;149;14;30764;2;1;33;9;6;5;27.33;5.99;83;0.61;7.77;1380;20;2;6;0;0.0;0
7;1529;0;7;166;0.0019;808300;0.09;108;14;9398;2;1;86;8;18;4;133.16;26.605;489;0.35;11.18;1090;22;2;d;0;0.0;0
8;425;1;7;211;0.046;979700;0.25;157;15;20410;2;1;48;12;8;10;24.19;5.12;83;0.63;6.60;3050;20;2;99;0;0.0;0
9;1530;2;9;139;0.0026;1123204;0.13;157;15;12208;2;1;92;12;10;7;144.05;24.85;489;0.32;45.76;845;22;2;99;0;0.0;0
10;103;0;8;44;0.0983;1052650;0.15;56;14;14419;2;0;73;11;7;11;7.18;2.48;64;0.4;26.32;1195;4;2;99;0;0.0;0
11;1531;1;7;301;0.0875;1098910;0.23;59;15;13736;2;2;80;18;14;6;15.73;4.235;543;0.48;2.93;1420;10;2;3;0;0.0;1
12;1385;0;8;164;0.004;854764;0.09;154;15;11396;2;1;75;7;5;11;91.42;19.009999999999998;542;0.31;35.07;2495;20;2;99;0;0.0;0
13;658;1;7;5;0.058899999999999994;820027;0.32;151;15;22162;2;1;37;12;4;8;11.69;2.9699999999999998;240;0.65;4.55;710;15;2;99;0;0.0;0
14;1532;1;13;8;0.0262;857553;0.32;144;16;15313;2;1;56;18;12;6;25.16;7.275;580;0.64;8.97;1630;10;2;utg;0;0.0;0
0;168;0;5;5;0.196;631900;0.29;50;7;30090;2;0;21;6;2;2;4.11;1.85;103;0.48;5.98;1255;12;3;d;0;0.0;0
1;1344;2;4;62;0.0138;722102;0.13;65;36;31395;2;0;23;3;4;3;56.36;7.485;164;0.43;14.06;213;12;3;5;0;0.0;0
2;5;0;5;46;0.0617;827000;0.09;47;7;24323;2;1;34;3;6;10;10.53;2.415;5;0.56;15.97;2085;5;3;3;0;0.0;1
3;216;2;6;44;0.1479;886000;0.19;47;7;21095;2;0;42;8;7;3;5.54;2.295;64;0.43;22.72;1420;4;3;1;1;5.54;1
4;1408;0;8;164;0.0043;720224;0.29;38;11;12417;2;2;58;17;9;14;83.70;11.15;11;0.69;7.13;538;8;3;2;0;0.0;1
5;1533;0;12;245;0.0012;669711;0.14;4;11;6565;2;1;102;14;10;9;190.59;24.905;581;0.32;47.79;815;15;3;d;0;0.0;0
6;1534;0;6;11;0.011200000000000002;894393;0.14;29;6;15691;2;2;57;8;8;9;45.52;7.185;11;0.44;11.06;419;8;3;99;0;0.0;0
7;1459;0;5;8;0.0285;722500;0.27;70;11;24083;2;2;30;8;4;6;23.48;4.695;146;0.6;8.76;1430;12;3;4;0;0.0;0
8;1409;1;4;103;0.5039;776000;0.6;37;13;77600;2;2;10;6;2;0;2.06;1.31;176;0.8;2.43;3160;18;3;99;0;0.0;0
9;670;2;7;3;0.0178;898400;0.19;73;7;16637;2;0;54;10;12;6;27.05;3.925;337;0.52;21.25;1770;27;3;7;0;0.0;0
10;742;0;5;69;0.009399999999999999;698700;0.17;38;11;19962;2;0;35;6;4;5;46.61;6.07;104;0.43;18.54;687;22;3;6;0;0.0;0
11;1365;0;10;107;0.0044;758200;0.09;47;7;9246;2;1;82;7;13;8;59.21;8.67;128;0.34;23.85;2250;13;3;d;0;0.0;0
0;152;2;4;98;0.0613;222600;0.21;5;12;15900;2;2;14;3;2;3;14.08;2.69;88;0.57;9.07;1535;11;4;99;0;0.0;0
1;1535;2;6;265;0.004;268900;0.09;30;10;6253;2;1;43;4;5;6;86.86;12.965;239;0.35;40.59;869;15;4;5;0;0.0;0
2;1536;2;5;302;0.0062;275223;0.08;17;12;5504;2;0;50;4;5;4;70.08;9.415;526;0.26;19.72;807;10;4;7;0;0.0;0
3;1537;2;6;100;0.016399999999999998;295369;0.11;8;13;8204;2;0;36;4;5;5;31.92;5.0649999999999995;582;0.39;11.11;1035;16;4;99;0;0.0;0
4;1538;2;5;203;0.038900000000000004;298200;0.12;44;13;11928;2;2;25;3;1;2;15.57;4.375;11;0.24;22.44;1570;8;4;utg;0;0.0;0
5;846;2;5;94;0.057800000000000004;334550;0.05;32;12;15930;2;2;21;1;3;4;10.09;2.7750000000000004;64;0.38;27.52;1117;4;4;d;0;0.0;0
6;1539;2;7;73;0.0034000000000000002;394750;0.07;0;13;7049;3;2;56;4;8;7;164.84;19.08;583;0.34;30.58;710;22;4;99;0;0.0;0
7;1540;2;8;8;0.011000000000000001;469144;0.08;15;12;6255;2;1;75;6;5;4;99.9;99.9;248;0.2;17.78;1720;13;4;s;0;0.0;0
8;1541;2;4;58;0.4622;381000;0.42;46;11;31750;2;0;12;5;0;0;2.36;1.62;82;0.42;7.74;870;12;4;d;0;0.0;0
9;197;2;6;127;0.0021;391700;0.11;35;13;10307;2;0;38;4;6;3;125.75;19.91;584;0.34;32.85;688;22;4;99;0;0.0;0
10;500;2;6;101;0.015300000000000001;420700;0.1;31;11;8414;2;2;50;5;6;5;46.22;7.455;233;0.32;16.12;2094;15;4;2;0;0.0;1
11;1473;2;5;303;0.1075;528960;0.05;39;11;27840;3;0;19;1;6;1;8.11;2.395;64;0.42;10.12;2045;4;4;4;0;0.0;0
12;1044;2;5;96;0.0212;469200;0.14;4;11;16757;2;0;28;4;5;4;27.73;5.22;340;0.46;11.41;730;15;4;6;0;0.0;0
13;310;2;5;95;0.171;609000;0.32;38;11;32052;2;1;19;6;2;3;4.05;2.12;103;0.58;7.64;1345;12;4;1;1;4.05;1
14;1240;2;6;25;0.0216;735000;0.06;23;7;11854;2;2;62;4;8;7;47.69;8.715;234;0.31;8.65;780;22;4;3;0;0.0;1
0;977;0;6;62;0.028999999999999998;340400;0.16;5;12;9200;2;1;37;6;2;4;26.57;4.855;351;0.32;9.88;1440;9;5;1;1;26.57;1
1;1391;1;5;5;0.21780000000000002;407900;0.19;37;13;19423;2;1;21;4;5;0;3.79;1.775;82;0.43;12.52;1745;12;5;2;0;0.0;1
2;1477;0;5;47;0.20809999999999998;352200;0.11;46;11;18536;2;1;19;2;2;5;4.80;1.79;244;0.47;19.29;1569;19;5;4;0;0.0;0
3;1478;0;6;243;0.0131;459100;0.2;4;11;11197;1;1;41;8;4;5;38.03;6.6;454;0.41;6.39;1227;23;5;3;0;0.0;1
4;501;2;5;3;0.0076;395700;0.15;8;13;14655;2;1;27;4;4;4;65.06;7.755;274;0.44;17.26;973;22;5;99;0;0.0;0
5;1475;0;5;58;0.0696;467547;0.31;41;13;14610;3;0;32;10;8;4;10.40;2.915;485;0.69;5.37;1945;16;5;5;0;0.0;0
6;979;0;4;164;0.1654;425900;0.3;37;13;21295;2;0;20;6;3;1;4.67;2.215;88;0.5;20.49;1404;11;5;7;0;0.0;0
7;1542;0;6;39;0.0183;480100;0.25;7;12;15003;0;2;32;8;3;3;31.47;5.550000000000001;51;0.44;8.33;2550;11;5;99;0;0.0;0
8;1111;0;6;8;0.265;308000;0.31;40;11;11846;2;2;26;8;1;1;3.80;1.795;159;0.38;2.76;1225;22;5;d;0;0.0;0
9;905;1;7;103;0.0002;420977;0.27;23;7;9355;2;0;45;12;11;7;99.9;99.9;176;0.67;6.58;1430;18;5;s;0;0.0;0
10;1543;1;8;304;0.0029;401300;0.13;1;13;10289;2;1;39;5;11;2;94.25;11.16;585;0.46;20.29;1100;15;5;6;0;0.0;0
11;1544;0;9;173;0.0029;431000;0.26;40;11;13903;2;1;31;8;2;2;94.66;12.545;586;0.39;12.39;1130;15;5;d;0;0.0;0
0;1545;0;7;64;0.0218;1028900;0.17;47;7;17739;2;0;58;10;14;4;25.56;4.965;103;0.48;20.96;1085;12;6;99;0;0.0;0
1;752;0;6;11;0.106;1229300;0.26;50;7;32350;2;2;38;10;6;4;11.45;3.5549999999999997;11;0.53;6.38;2595;8;6;7;0;0.0;0
2;1546;0;7;46;0.0629;1298918;0.19;22;7;30207;2;0;43;8;5;4;10.22;2.8049999999999997;164;0.4;38.00;1245;12;6;d;0;0.0;0
3;1145;0;10;103;0.1426;1302928;0.26;76;6;24583;2;0;53;14;8;6;5.98;2.545;176;0.53;17.43;1170;18;6;1;1;5.98;1
4;1547;0;8;6;0.011200000000000002;1062950;0.33;48;7;22144;2;0;48;16;10;5;39.95;7.045;159;0.65;14.17;1099;22;6;99;0;0.0;0
5;1548;1;7;96;0.0664;1131450;0.29;76;6;21758;2;1;52;15;4;3;10.09;3.635;178;0.42;6.66;2210;12;6;6;0;0.0;0
6;683;0;8;8;0.145;1458800;0.31;48;7;27014;2;0;54;17;7;2;4.98;2.1;342;0.48;6.75;5265;16;6;3;0;0.0;1
7;642;0;5;62;0.0275;1403500;0.17;25;6;40100;2;0;35;6;8;3;17.10;5.65;161;0.49;7.85;2955;8;6;5;0;0.0;0
8;1373;1;5;5;0.33;1665316;0.18;29;59;48979;2;0;34;6;5;9;3.74;1.625;82;0.59;22.03;1885;12;6;4;0;0.0;0
9;117;1;6;164;0.0818;1668500;0.16;22;7;43907;2;2;38;6;8;7;9.01;2.9299999999999997;88;0.55;14.36;1040;11;6;d;0;0.0;0
10;1549;0;9;3;0.0025;1260900;0.28;75;11;18819;2;1;67;19;9;7;73.50;14.629999999999999;576;0.52;11.82;1466;27;6;99;0;0.0;0
11;1144;0;12;121;0.0025;1216700;0.32;76;6;16898;3;1;72;23;10;7;97.31;15.24;248;0.56;15.51;1390;13;6;2;0;0.0;1
0;759;0;7;32;0.24969999999999998;10882485;0.56;90;28;265426;2;2;41;23;7;3;3.83;1.665;45;0.8;7.99;10950;7;7;5;0;0.0;0
1;580;1;6;46;0.0388;1753559;0.52;71;7;60467;1;1;29;15;1;0;19.14;5.445;178;0.55;6.65;3205;12;7;3;0;0.0;1
2;1232;1;7;6;0.1104;4569036;0.24;25;6;89588;2;0;51;12;13;8;8.90;2.755;351;0.65;13.57;5285;9;7;1;1;8.9;1
3;1550;1;7;80;0.0148;1729788;0.32;26;6;32637;3;0;53;17;12;6;31.32;5.45;53;0.66;10.38;3090;12;7;99;0;0.0;0
4;1551;0;8;164;0.0049;3170960;0.28;29;6;39147;2;2;81;23;7;5;71.18;7.12;11;0.43;4.44;5397;8;7;99;0;0.0;0
5;912;0;6;62;0.0692;3014300;0.23;25;6;70100;2;0;43;10;12;6;11.61;2.74;136;0.65;9.26;3336;7;7;2;0;0.0;1
6;1552;1;5;86;0.20579999999999998;4125444;0.57;69;6;294674;2;1;14;8;2;0;3.92;2.22;134;0.71;2.42;4314;3;7;99;0;0.0;0
7;1553;2;7;5;0.1791;5604834;0.49;87;25;130344;2;0;43;21;5;3;5.29;2.115;82;0.67;3.12;7300;12;7;4;0;0.0;0
8;1554;2;7;64;0.08960000000000001;2111206;0.26;24;6;34051;2;0;62;16;11;5;8.27;2.6799999999999997;103;0.52;3.57;8160;12;7;99;0;0.0;0
9;826;0;7;11;0.0378;6704727;0.21;24;6;101586;2;2;66;14;14;12;18.42;3.5149999999999997;11;0.61;6.58;7415;8;7;6;0;0.0;0
0;1555;2;6;36;0.0374;2438471;0.27;50;7;38705;2;0;63;17;9;10;16.48;2.565;111;0.57;10.97;4393;10;1;4;0;0.0;0
1;727;2;6;3;0.0111;3156500;0.26;76;6;80935;2;0;39;10;11;4;99.9;99.9;103;0.64;4.22;5300;12;1;s;0;0.0;0
2;726;2;10;62;0.0231;3976294;0.14;26;6;39369;1;0;101;14;14;15;20.46;3.495;176;0.43;31.06;3190;18;1;99;0;0.0;0
3;1553;2;7;5;0.6999;5354834;0.48;87;25;127496;2;0;42;20;5;3;1.34;1.145;82;0.67;3.25;7900;12;1;1;1;1.34;1
4;1556;2;5;32;0.014199999999999999;1292373;0.33;65;36;61541;2;0;21;7;3;1;41.43;4.96;82;0.52;1.59;4125;12;1;6;0;0.0;0
5;639;2;8;6;0.1175;6118468;0.23;26;6;95601;2;0;64;15;11;7;6.10;1.9449999999999998;8;0.52;28.24;3475;7;1;5;0;0.0;0
6;728;2;6;103;0.0673;7403330;0.64;76;6;336515;0;0;22;14;4;2;14.43;2.755;176;0.91;1.84;6000;18;1;2;0;0.0;1
7;1521;2;5;47;0.0055000000000000005;2441795;0.33;25;6;81393;1;0;30;10;3;1;60.72;7.225;176;0.47;2.77;12182;18;1;7;0;0.0;0
8;74;2;7;46;0.0089;4370890;0.31;26;6;89201;2;2;49;15;6;8;45.27;5.15;58;0.59;3.06;4060;1;1;d;0;0.0;0
9;983;2;7;44;0.0151;4342017;0.15;21;6;66800;2;0;65;10;11;8;34.31;4.665;64;0.45;9.92;8811;4;1;3;0;0.0;1
0;1557;0;5;238;0.10890000000000001;365051;0.89;7;12;40561;2;1;9;8;0;0;11.14;2.765;439;0.89;2.22;4120;10;2;2;0;0.0;1
1;866;0;5;194;0.011200000000000002;353200;0.19;35;13;16819;2;1;21;4;2;5;58.14;7.039999999999999;390;0.52;6.15;2710;11;2;99;0;0.0;0
2;1558;1;4;13;0.0362;293988;0.28;36;12;16332;2;1;18;5;2;2;22.85;4.14;250;0.5;5.63;2498;10;2;d;0;0.0;0
3;1364;0;4;62;0.0703;352000;0.38;37;13;44000;2;0;8;3;2;2;15.30;2.7800000000000002;164;0.88;6.31;3415;12;2;99;0;0.0;0
4;524;0;4;47;0.0040999999999999995;252900;0.17;31;11;21075;1;0;12;2;2;2;102.95;8.18;208;0.5;19.68;1159;12;2;5;0;0.0;0
5;351;0;4;44;0.1128;350000;0.23;45;13;26923;3;2;13;3;2;3;7.49;2.3200000000000003;64;0.62;26.44;3080;4;2;99;0;0.0;0
6;445;0;6;64;0.047599999999999996;264000;0.4;8;13;26400;2;1;10;4;2;1;19.47;3.795;103;0.7;3.62;1990;12;2;6;0;0.0;0
7;1559;1;4;5;0.5678;843000;0.6;23;7;84300;2;0;10;6;1;2;1.44;1.2349999999999999;82;0.9;4.77;7780;12;2;1;1;1.44;1
8;592;0;4;103;0.0183;260719;0.38;46;11;16294;2;2;16;6;5;1;32.82;5.390000000000001;176;0.75;4.87;2050;18;2;4;0;0.0;0
9;1124;0;4;35;0.002;268000;0.22;77;11;29777;2;0;9;2;2;1;174.48;12.635;42;0.56;20.14;1925;7;2;7;0;0.0;0
10;1127;0;5;18;0.0029;345300;0.23;3;13;15695;2;1;22;5;4;4;103.51;14.83;49;0.59;3.53;2423;9;2;99;0;0.0;0
11;773;1;4;10;0.0179;348000;0.44;43;12;38666;2;2;9;4;3;0;35.90;5.09;10;0.78;19.56;3005;3;2;3;0;0.0;1
0;841;0;9;164;0.09720000000000001;1516500;0.3;76;6;25275;2;2;60;18;3;7;13.53;2.95;11;0.47;19.67;2450;8;3;3;0;0.0;1
1;1560;0;6;28;0.1407;1812929;0.31;48;7;36998;2;1;49;15;2;9;4.99;1.815;587;0.53;4.04;5946;10;3;99;0;0.0;0
2;751;0;6;5;0.1002;1089373;0.34;65;36;31124;2;1;35;12;5;4;12.60;3.02;82;0.6;2.24;3427;12;3;6;0;0.0;0
3;638;2;6;14;0.0694;1689950;0.25;65;6;31885;2;2;53;13;6;11;10.88;3.16;324;0.57;6.26;2830;7;3;99;0;0.0;0
4;1338;0;7;64;0.0696;1330700;0.23;29;6;30243;2;0;44;10;8;4;12.45;3.2800000000000002;103;0.5;3.50;3465;12;3;1;1;12.45;1
5;580;1;6;46;0.3286;1753059;0.54;71;7;62609;2;1;28;15;1;0;2.38;1.7999999999999998;178;0.57;6.81;3205;12;3;d;0;0.0;0
6;337;1;5;36;0.0225;1109868;0.28;75;11;30829;2;0;36;10;9;6;42.78;6.885;203;0.69;6.70;2859;10;3;5;0;0.0;0
7;1561;2;6;13;0.0060999999999999995;1771976;0.31;71;7;49221;2;2;36;11;2;8;100.86;15.120000000000001;250;0.58;25.25;2057;10;3;99;0;0.0;0
8;1546;0;7;62;0.0076;1267418;0.19;22;7;30176;2;0;42;8;5;4;70.15;7.869999999999999;164;0.4;37.97;885;12;3;4;0;0.0;0
9;1019;0;6;35;0.0118;1405000;0.25;50;7;39027;2;0;36;9;8;4;58.50;8.290000000000001;42;0.58;20.55;1155;7;3;7;0;0.0;0
10;1562;0;6;103;0.1399;1576513;0.26;74;7;37536;3;0;42;11;7;6;6.50;2.235;176;0.57;6.70;5966;18;3;2;0;0.0;1
11;1143;0;7;32;0.006500000000000001;1604352;0.27;65;6;25465;2;0;63;17;10;10;74.99;10.55;45;0.59;10.03;2460;7;3;99;0;0.0;0
0;1497;2;5;4;0.0863;311800;0.22;19;2;11548;2;0;27;6;1;0;6.35;2.17;443;0.26;11.57;2055;23;4;99;0;0.0;0
1;846;2;5;44;0.0231;317550;0.05;32;2;15877;2;2;20;1;3;4;32.69;7.0649999999999995;64;0.4;24.89;1297;4;4;5;0;0.0;0
2;563;2;8;27;0.0085;261600;0.06;19;2;7266;1;1;36;2;10;4;66.91;12.835;301;0.44;37.37;1185;14;4;d;0;0.0;0
3;1563;2;4;73;0.0148;321050;0.18;3;0;18885;2;0;17;3;5;2;56.00;7.81;190;0.59;11.59;2182;13;4;7;0;0.0;0
4;1200;2;4;38;0.0708;445744;0.5;32;2;37145;1;1;12;6;2;0;11.69;3.56;250;0.67;4.80;2960;10;4;99;0;0.0;0
5;1331;2;6;103;0.27399999999999997;658387;0.24;72;2;15675;2;2;42;10;6;6;2.91;1.72;176;0.52;4.82;4053;18;4;2;0;0.0;1
6;636;2;6;15;0.0108;491100;0.09;67;0;11420;2;1;43;4;5;4;31.59;6.140000000000001;323;0.3;27.74;610;0;4;99;0;0.0;0
7;478;2;7;93;0.1211;907800;0.33;1;0;19734;2;1;46;15;5;2;7.37;2.67;253;0.48;8.08;3120;7;4;1;1;7.37;1
8;1564;2;6;187;0.0029;475900;0.09;14;3;10125;2;2;47;4;5;4;221.33;38.089999999999996;588;0.28;73.02;514;21;4;6;0;0.0;0
9;1328;2;4;6;0.1361;614085;0.24;41;0;29242;2;2;21;5;4;4;8.00;2.5999999999999996;176;0.62;10.43;4855;18;4;d;0;0.0;0
10;1565;2;5;46;0.0141;456300;0.15;5;2;13827;3;1;33;5;5;4;54.31;11.34;589;0.42;27.37;1595;9;4;99;0;0.0;0
11;71;2;7;294;0.0007000000000000001;667200;0.2;45;0;14826;2;0;45;9;7;4;99.9;99.9;56;0.44;26.53;2665;14;4;s;0;0.0;0
12;1223;2;5;24;0.0557;625800;0.17;8;0;20860;2;2;30;5;8;6;18.23;4.27;29;0.63;6.40;3170;9;4;3;0;0.0;1
13;911;2;6;164;0.1533;718000;0.41;8;0;19405;2;2;37;15;0;1;6.37;2.38;11;0.43;2.30;2705;8;4;4;0;0.0;0
14;748;2;7;5;0.0275;1129900;0.34;77;1;27558;2;2;41;14;5;7;99.9;99.9;141;0.63;8.10;1176;13;4;s;0;0.0;0
0;1566;0;6;46;0.1148;507000;0.5;44;13;25350;3;2;20;10;2;1;10.06;2.505;199;0.65;3.09;1675;12;5;d;0;0.0;0
1;769;1;6;15;0.053399999999999996;410897;0.42;22;7;10813;2;2;38;16;6;0;20.65;4.525;17;0.58;9.12;1509;3;5;7;0;0.0;0
2;1567;0;6;5;0.0102;389200;0.14;1;13;10518;0;0;37;5;10;3;77.61;10.46;590;0.49;35.27;1110;2;5;4;0;0.0;0
3;280;0;5;103;0.0213;351000;0.1;67;13;11700;2;0;30;3;1;5;21.04;3.7800000000000002;184;0.3;18.38;1584;12;5;99;0;0.0;0
4;1182;1;4;2;0.3301;547532;0.23;46;11;24887;2;0;22;5;9;1;2.02;1.395;8;0.68;8.30;3155;7;5;d;0;0.0;0
5;595;0;6;164;0.2493;582262;0.75;71;7;36391;2;2;16;12;1;1;5.39;1.93;11;0.88;2.25;4675;8;5;5;0;0.0;0
6;1568;0;4;305;0.0123;386000;0.31;71;7;29692;3;2;13;4;1;1;48.20;9.52;17;0.46;9.63;4130;3;5;d;0;0.0;0
7;81;0;5;10;0.0052;396000;0.25;71;7;24750;2;2;16;4;4;2;95.31;10.2;10;0.63;16.42;1560;3;5;6;0;0.0;0
8;882;0;5;35;0.0127;337800;0.24;4;11;19870;2;0;17;4;5;1;61.53;8.105;42;0.59;5.49;1625;7;5;3;0;0.0;1
9;1116;0;7;36;0.0504;552884;0.18;48;7;9699;1;0;57;10;5;7;15.55;3.425;591;0.39;4.72;1954;10;5;1;1;15.55;1
10;1569;1;4;294;0.0282;370000;0.42;48;7;30833;2;2;12;5;2;2;28.48;6.455;366;0.75;7.77;2650;0;5;2;0;0.0;1
11;1570;1;4;44;0.11199999999999999;511000;0.6;40;11;51100;0;2;10;6;1;1;6.88;2.515;64;0.8;3.35;4555;4;5;d;0;0.0;0
0;754;0;5;5;0.3542;941655;0.5;113;37;47082;2;0;20;10;3;1;2.72;1.55;103;0.7;2.36;7050;12;6;1;1;2.72;1
1;1142;0;7;103;0.1421;1008471;0.82;23;7;36016;2;0;28;23;1;1;7.42;2.21;176;0.89;2.26;6365;18;6;2;0;0.0;1
2;775;1;5;81;0.06860000000000001;820815;0.41;75;11;37309;1;1;22;9;2;3;8.11;2.645;134;0.64;6.14;2040;3;6;7;0;0.0;0
3;207;0;5;46;0.0192;744800;0.29;47;7;26600;2;0;28;8;4;2;37.43;6.395;62;0.5;5.91;1540;3;6;3;0;0.0;1
4;551;1;7;62;0.0159;952266;0.27;75;11;23226;2;2;41;11;6;9;44.78;5.765000000000001;176;0.63;13.84;2925;18;6;99;0;0.0;0
5;601;0;6;164;0.2703;983100;0.29;22;7;28088;2;2;35;10;5;3;3.20;1.67;11;0.51;1.97;5375;8;6;4;0;0.0;0
6;1571;0;6;306;0.018500000000000003;740945;0.39;68;7;15121;2;0;49;19;8;2;32.92;4.965;592;0.59;3.52;3195;10;6;99;0;0.0;0
7;1572;2;6;64;0.015;958000;0.31;68;7;33034;3;2;29;9;4;3;26.44;5.6899999999999995;212;0.55;6.94;3145;12;6;99;0;0.0;0
8;838;1;6;144;0.0116;834800;0.21;40;11;16053;2;2;52;11;11;4;50.05;6.125;284;0.5;5.46;2130;15;6;6;0;0.0;0
9;648;0;6;35;0.0019;885750;0.26;76;6;28572;2;0;31;8;6;1;99.9;99.9;42;0.48;14.76;1415;7;6;s;0;0.0;0
10;1114;1;5;32;0.0063;728000;0.24;71;7;22060;2;0;33;8;6;3;58.51;5.725;45;0.52;21.19;2175;7;6;99;0;0.0;0
11;644;1;5;6;0.0764;975726;0.42;49;7;22691;2;0;43;18;5;3;11.81;2.84;176;0.6;4.68;2853;18;6;5;0;0.0;0
0;355;0;6;107;0.0028000000000000004;617300;0.09;35;0;11223;1;2;55;5;9;5;205.44;32.555;132;0.35;20.59;1735;12;7;utg;0;0.0;0
1;1337;1;5;164;0.13949999999999999;598208;0.44;8;0;23928;3;2;25;11;2;1;8.53;3.0300000000000002;11;0.56;4.51;3705;8;7;2;0;0.0;1
2;1454;0;5;15;0.031200000000000002;643300;0.14;44;0;17386;1;2;37;5;6;3;27.31;6.175;17;0.38;10.33;2965;3;7;d;0;0.0;0
3;1332;1;4;6;0.057699999999999994;642341;0.38;37;13;26764;1;1;24;9;2;6;17.44;5.08;136;0.71;2.56;5250;7;7;99;0;0.0;0
