horseNumber;horseName;horseSex;horseAge;driver;betDistribution;earnings;winPercent;recordSuffix;recordDecimal;earningsPerStart;shoeInfo;cartInfo;lifeStats-tot;lifeStats-1;lifeStats-2;lifeStats-3;vOdds;pOdds;Tränare;Plats%;Snittodds;Poäng;Hemmabana;raceIdx;result;won;pValue;plats
0;1807;0;7;4;0.0455;758600;0.14;77;11;12857;0;3;59;8;8;9;21.32;3.3049999999999997;64;0.42;9.95;1760;4;1;d;0;0.0;0
1;3643;0;5;164;0.3057;651700;0.3;74;7;21723;2;3;30;9;3;0;2.16;1.795;585;0.4;5.60;1472;15;1;2;0;0.0;1
2;5363;0;10;25;0.0151;534450;0.12;1;13;6362;2;3;84;10;7;8;55.90;7.295;1740;0.3;30.90;2075;4;1;4;0;0.0;0
3;1350;0;6;75;0.1634;701000;0.14;38;11;10784;2;3;65;9;13;2;5.69;2.035;1016;0.37;10.42;1670;4;1;1;1;5.69;1
4;2239;1;5;47;0.0861;642400;0.16;48;7;20722;2;3;31;5;12;3;10.15;2.325;1226;0.65;13.36;1475;12;1;5;0;0.0;0
5;5428;2;5;62;0.020099999999999996;680460;0.09;47;7;12372;3;3;55;5;8;6;49.33;7.35;90;0.35;23.73;1945;12;1;d;0;0.0;0
6;4827;0;4;46;0.22399999999999998;757056;0.42;47;70;63088;1;3;12;5;1;2;4.28;1.81;178;0.67;15.70;2943;12;1;3;0;0.0;1
7;4506;1;6;142;0.0143;643039;0.18;48;7;12608;2;3;51;9;8;3;51.24;8.32;933;0.39;13.11;2683;26;1;99;0;0.0;0
8;1281;1;6;84;0.039900000000000005;674751;0.23;48;7;15691;2;3;43;10;6;7;16.09;3.405;131;0.53;5.89;2300;13;1;99;0;0.0;0
9;4647;0;5;14;0.0788;677450;0.3;2;11;25090;3;3;27;8;4;4;10.69;2.675;673;0.59;8.97;1980;7;1;6;0;0.0;0
10;3716;0;5;267;0.0029;477950;0.15;38;11;9191;2;3;52;8;9;4;142.63;13.855;561;0.4;14.80;1762;5;1;99;0;0.0;0
11;5455;0;6;521;0.0043;456300;0.23;46;11;11407;2;3;40;9;6;1;76.58;8.925;385;0.4;2.82;1500;12;1;99;0;0.0;0
0;3953;2;4;35;0.19949999999999998;91500;0.2;35;13;6100;2;3;15;3;2;1;5.66;2.165;42;0.4;2.65;1300;7;2;99;0;0.0;0
1;5456;2;4;62;0.3502;104200;0.25;37;13;8683;2;3;12;3;2;2;2.90;1.605;351;0.58;8.60;1270;9;2;1;1;2.9;1
2;5457;2;4;137;0.0060999999999999995;118900;0.04;13;12;5169;2;3;23;1;2;5;61.63;9.245000000000001;1774;0.35;30.45;1165;15;2;99;0;0.0;0
3;2819;2;5;94;0.0176;136950;0.08;15;12;5478;2;3;25;2;2;3;33.35;6.095000000000001;155;0.28;30.95;1190;12;2;4;0;0.0;0
4;5458;2;7;165;0.0087;145200;0.12;4;11;5584;2;3;26;3;5;3;70.08;10.095;1775;0.42;21.29;1138;16;2;99;0;0.0;0
5;5459;2;5;47;0.0023;164150;0.06;43;12;5129;2;3;32;2;2;5;99.9;99.9;1776;0.28;24.13;850;11;2;s;0;0.0;0
6;3280;2;3;142;0.0313;171700;0.18;15;12;15609;2;3;11;2;3;0;24.85;5.345000000000001;979;0.45;18.20;1145;16;2;6;0;0.0;0
7;4723;2;4;168;0.0697;200450;0.12;1;13;8018;2;3;25;3;3;3;8.17;2.565;11;0.36;11.66;1055;8;2;5;0;0.0;0
8;4660;2;7;172;0.0529;170050;0.16;11;10;4595;1;3;37;6;3;4;7.48;2.585;1575;0.35;17.91;1078;5;2;99;0;0.0;0
9;4998;2;4;69;0.0208;171400;0.08;0;13;13184;2;3;13;1;3;1;58.13;8.75;104;0.38;8.99;970;15;2;2;0;0.0;1
10;1407;2;4;46;0.1352;173300;0.21;3;13;12378;1;3;14;3;2;3;5.70;2.2;66;0.57;29.03;1560;12;2;3;0;0.0;1
11;5460;2;5;75;0.061500000000000006;226800;0.13;8;13;9450;2;3;24;3;3;3;10.65;3.625;11;0.38;9.22;883;8;2;6;0;0.0;0
12;3443;2;5;61;0.0345;219650;0.12;11;10;6656;2;3;33;4;4;2;19.06;5.205;89;0.3;13.07;1443;13;2;99;0;0.0;0
13;5291;2;6;173;0.005;234100;0.12;37;13;5709;2;3;41;5;3;3;74.05;13.74;1485;0.27;14.39;1038;15;2;99;0;0.0;0
14;5461;2;5;164;0.0048;235200;0.13;36;12;7587;2;3;31;4;6;2;50.78;9.45;88;0.39;6.49;1100;11;2;99;0;0.0;0
0;5462;1;10;164;0.0063;3574295;0.26;102;30;36848;2;3;97;25;10;10;59.33;7.65;88;0.46;46.55;932;11;3;6;0;0.0;0
1;3267;0;7;35;0.5946;6972005;0.27;64;19;88253;2;3;79;21;15;10;1.61;1.25;1217;0.58;9.81;1800;10;3;1;1;1.61;1
2;5302;1;7;62;0.0943;5935156;0.33;64;75;107911;3;3;55;18;12;6;7.14;1.83;164;0.65;6.71;2405;12;3;5;0;0.0;0
3;2542;0;7;172;0.1499;1898000;0.5;76;6;55823;2;3;34;17;4;5;6.49;1.88;103;0.76;9.40;5320;12;3;2;0;0.0;1
4;5094;1;7;168;0.0023;3110036;0.16;29;6;40921;2;3;76;12;6;8;140.11;17.745;11;0.34;73.51;1436;8;3;99;0;0.0;0
5;5463;1;7;46;0.0633;6988990;0.26;21;6;114573;1;3;61;16;18;11;10.53;2.2800000000000002;178;0.74;8.05;1900;12;3;99;0;0.0;0
6;2077;0;5;14;0.066;2590348;0.17;27;8;55113;2;3;47;8;15;7;7.97;2.97;1;0.64;14.48;7100;12;3;3;0;0.0;1
7;4557;1;7;49;0.0069;9625307;0.3;101;29;143661;3;3;67;20;11;4;36.11;4.895;208;0.52;9.49;1145;12;3;99;0;0.0;0
8;4664;1;11;106;0.0029;6990081;0.23;27;31;67864;2;3;103;24;10;8;64.29;9.440000000000001;199;0.41;13.41;1225;12;3;d;0;0.0;0
9;145;0;7;69;0.0004;825117;0.17;38;11;12694;2;3;65;11;3;6;99.9;99.9;906;0.31;36.97;488;5;3;s;0;0.0;0
10;1625;0;6;516;0.011000000000000001;2054200;0.31;28;6;45648;3;3;45;14;12;5;23.54;4.38;227;0.69;7.17;2232;12;3;4;0;0.0;0
11;5446;0;11;521;0.002;2114863;0.24;47;7;24880;2;3;85;20;6;10;140.90;17.42;1767;0.42;18.80;625;16;3;99;0;0.0;0
0;4198;0;6;586;0.050499999999999996;294350;0.13;146;23;5351;2;3;55;7;6;2;19.00;4.29;1352;0.27;16.47;415;22;4;3;0;0.0;1
1;5464;0;6;267;0.0039000000000000003;196800;0.1;186;44;5046;2;3;39;4;6;0;72.26;9.33;792;0.26;16.08;665;5;4;99;0;0.0;0
2;5465;0;6;266;0.0032;263500;0.09;188;44;5855;2;3;45;4;7;6;103.55;15.74;505;0.38;26.40;420;16;4;99;0;0.0;0
3;5466;1;5;57;0.04650000000000001;242800;0.13;86;23;7832;2;3;31;4;4;4;17.41;4.525;83;0.39;8.49;823;20;4;d;0;0.0;0
4;5467;0;5;85;0.1413;240650;0.18;186;44;7077;2;3;34;6;2;5;4.67;2.315;1772;0.38;17.68;1870;27;4;99;0;0.0;0
5;4790;0;5;62;0.37549999999999994;471210;0.29;103;15;13463;2;3;35;10;6;3;2.32;1.435;240;0.54;3.96;1878;15;4;2;0;0.0;1
6;5468;2;9;168;0.0144;451800;0.16;93;17;7287;2;3;62;10;10;8;37.10;7.23;1777;0.45;31.89;825;21;4;7;0;0.0;0
7;1169;0;9;590;0.091;409150;0.17;95;14;8894;2;3;46;8;3;7;10.11;2.59;220;0.39;31.58;500;12;4;4;0;0.0;0
8;4788;1;8;88;0.0942;400779;0.1;146;23;4828;2;3;83;8;10;5;8.20;2.555;1056;0.28;13.26;1850;10;4;99;0;0.0;0
9;5298;0;8;142;0.0034000000000000002;448987;0.1;94;17;5345;2;3;84;8;11;9;98.29;16.3;1223;0.33;26.72;875;15;4;99;0;0.0;0
10;5469;2;9;72;0.0024;341050;0.07;98;14;4060;2;3;84;6;8;7;135.31;17.744999999999997;1778;0.25;53.97;442;4;4;99;0;0.0;0
11;3707;0;8;47;0.0121;428850;0.11;99;17;5229;2;3;82;9;8;9;42.01;7.385;1344;0.32;30.09;412;5;4;99;0;0.0;0
12;5470;2;7;332;0.02;481150;0.21;96;17;8441;2;3;57;12;7;3;25.32;5.75;487;0.39;15.11;925;20;4;6;0;0.0;0
13;4786;2;5;124;0.0416;532100;0.24;162;14;14002;2;3;38;9;5;10;18.06;3.99;237;0.63;6.39;2147;15;4;5;0;0.0;0
14;1128;1;6;172;0.1002;555300;0.26;120;17;24143;2;3;23;6;7;3;11.25;3.485;792;0.7;9.28;1400;5;4;1;1;11.25;1
0;5024;0;6;35;0.3123;173200;0.15;8;13;6661;2;3;26;4;3;5;2.58;1.505;1666;0.46;39.76;1064;4;5;1;1;2.58;1
1;5471;2;5;687;0.1378;180450;0.21;70;11;12889;2;3;14;3;3;3;6.79;2.0549999999999997;1779;0.64;7.53;2250;20;5;99;0;0.0;0
2;3622;0;5;195;0.14529999999999998;149300;0.33;11;10;16588;2;3;9;3;3;0;8.80;2.895;146;0.67;10.21;1165;12;5;2;0;0.0;1
3;3344;0;5;85;0.0378;172700;0.26;70;11;9089;2;3;19;5;0;2;16.12;4.09;1250;0.37;13.12;1497;12;5;5;0;0.0;0
4;4769;0;4;4;0.08560000000000001;151650;0.07;44;13;5416;2;3;28;2;3;3;8.68;2.605;64;0.29;10.47;1200;4;5;99;0;0.0;0
5;5472;1;4;521;0.028999999999999998;124350;0.1;41;13;6217;2;3;20;2;0;5;36.47;6.885;385;0.35;8.77;1213;12;5;d;0;0.0;0
6;5473;0;4;46;0.0526;110250;0.29;45;13;15750;2;3;7;2;1;0;18.67;4.455;97;0.43;10.21;1114;12;5;6;0;0.0;0
7;3198;0;4;516;0.064;108100;0.29;35;13;15442;1;3;7;2;2;1;7.09;2.555;227;0.71;2.84;1471;12;5;99;0;0.0;0
8;2670;0;5;69;0.0493;168554;0.19;36;12;10534;0;3;16;3;4;2;12.41;3.575;715;0.56;15.48;1650;4;5;4;0;0.0;0
9;5474;0;5;47;0.0217;165450;0.17;37;13;7193;2;3;23;4;2;2;28.96;5.305;1780;0.35;15.35;1349;18;5;99;0;0.0;0
10;3647;2;4;62;0.060700000000000004;96100;0.4;19;12;19220;2;3;5;2;0;0;12.53;4.205;90;0.4;28.02;1611;12;5;3;0;0.0;1
11;5475;0;5;168;0.0039000000000000003;127600;0.16;5;12;5104;2;3;25;4;6;2;111.71;14.135000000000002;381;0.48;16.27;1075;5;5;99;0;0.0;0
0;3949;2;7;35;0.1553;1344437;0.29;77;1;32791;2;3;41;12;9;4;4.64;1.315;42;0.61;4.94;3722;7;6;2;0;0.0;1
1;5119;0;8;189;0.002;875900;0.22;36;2;15101;2;3;58;13;3;10;143.24;10.515;383;0.45;14.33;1584;15;6;99;0;0.0;0
2;1897;1;6;68;0.0105;923584;0.1;40;1;11840;2;3;78;8;12;8;33.08;4.77;101;0.36;17.37;1020;4;6;3;0;0.0;1
3;4503;1;7;142;0.0241;1340309;0.3;4;1;20307;2;3;66;20;8;3;16.26;3.63;933;0.47;14.46;2888;26;6;99;0;0.0;0
4;4292;0;5;47;0.016399999999999998;1415000;0.14;177;5;40428;2;3;35;5;5;8;32.17;6.0;1226;0.51;18.21;775;12;6;99;0;0.0;0
5;4633;0;5;46;0.6697;1157562;0.5;67;0;36173;1;3;32;16;1;2;1.47;1.255;184;0.59;8.33;3700;12;6;1;1;1.47;1
6;4244;2;6;49;0.0225;1170000;0.28;45;0;25434;2;3;46;13;6;5;22.54;5.369999999999999;208;0.52;13.52;1025;12;6;d;0;0.0;0
7;3829;0;9;4;0.0025;1378550;0.12;32;2;13515;3;3;102;12;12;12;73.35;10.504999999999999;64;0.35;18.14;1445;4;6;5;0;0.0;0
8;5133;2;5;164;0.0039000000000000003;1406300;0.26;45;0;37007;3;3;38;10;1;5;78.01;7.665;90;0.42;38.11;1059;12;6;99;0;0.0;0
9;5353;2;5;62;0.0375;1420750;0.23;31;1;32289;3;3;44;10;7;10;15.87;2.575;90;0.61;11.46;935;12;6;4;0;0.0;0
10;4869;1;5;92;0.0535;1294250;0.21;3;0;30098;3;3;43;9;9;4;11.92;3.105;126;0.51;3.91;1425;12;6;99;0;0.0;0
11;5476;0;10;165;0.0021;1351150;0.22;36;2;14373;2;3;94;21;16;12;90.37;9.335;1781;0.52;17.15;1318;16;6;6;0;0.0;0
0;5400;1;5;142;0.047400000000000005;311050;0.15;37;13;9148;2;3;34;5;7;2;14.79;3.76;334;0.41;8.82;1560;15;7;3;0;0.0;1
1;3882;0;4;35;0.1461;341000;0.29;35;13;24357;2;3;14;4;4;1;5.03;1.7650000000000001;212;0.64;16.92;2580;12;7;6;0;0.0;0
2;2142;0;4;172;0.1567;295200;0.31;46;11;18450;2;3;16;5;2;5;7.13;2.84;103;0.75;5.09;2250;12;7;99;0;0.0;0
3;5323;0;5;164;0.0258;249600;0.09;32;12;10852;2;3;23;2;4;1;21.94;3.395;88;0.3;24.78;1422;11;7;2;0;0.0;1
4;1374;0;4;46;0.0373;297000;0.45;39;11;27000;2;3;11;5;1;1;99.9;99.9;103;0.64;16.62;1320;12;7;s;0;0.0;0
5;4792;0;4;49;0.3004;388200;0.21;40;11;16175;2;3;24;5;2;2;2.98;1.475;208;0.38;9.33;2100;12;7;1;1;2.98;1
6;5477;2;5;69;0.0014000000000000002;393350;0.32;68;7;14048;2;3;28;9;3;4;99.9;99.9;104;0.57;7.69;1600;15;7;s;0;0.0;0
7;5478;1;4;4;0.038900000000000004;399900;0.1;71;7;13789;2;3;29;3;5;2;10.53;3.615;486;0.34;9.06;1705;20;7;99;0;0.0;0
8;118;0;5;521;0.026600000000000002;277700;0.2;39;11;13885;2;3;20;4;3;6;17.38;4.165;1741;0.65;26.29;1556;4;7;4;0;0.0;0
9;2809;0;5;75;0.028900000000000002;340500;0.35;4;11;14804;1;3;23;8;4;3;14.22;3.645;1278;0.65;4.85;1482;5;7;99;0;0.0;0
10;491;1;4;47;0.1612;389800;0.15;41;13;14992;2;3;26;4;4;2;5.19;1.77;233;0.38;16.33;1615;15;7;d;0;0.0;0
11;5392;1;5;62;0.0294;318050;0.25;37;13;19878;3;3;16;4;3;0;20.77;4.87;105;0.44;13.47;2902;23;7;5;0;0.0;0
0;4805;1;4;13;0.30579999999999996;308550;0.2;46;11;15427;3;3;20;4;2;2;2.17;1.51;264;0.4;15.25;2400;3;1;2;0;0.0;1
1;4362;2;4;103;0.1628;288865;0.5;8;13;18054;1;3;16;8;0;0;7.93;3.245;176;0.5;6.35;1060;18;1;99;0;0.0;0
2;4559;0;5;5;0.0070999999999999995;352700;0.14;75;11;12162;2;3;29;4;1;3;99.9;99.9;184;0.28;11.39;610;12;1;s;0;0.0;0
3;4917;0;5;157;0.044500000000000005;278750;0.18;13;12;9955;3;3;28;5;2;3;17.10;4.005;313;0.36;46.83;1125;3;1;99;0;0.0;0
4;5327;0;6;10;0.09789999999999999;322036;0.17;75;11;9201;2;3;35;6;9;5;7.85;2.175;44;0.57;13.67;1300;3;1;3;0;0.0;1
5;5479;0;7;184;0.02;296250;0.16;75;11;8006;2;3;37;6;3;3;37.33;6.125;351;0.32;36.61;592;9;1;d;0;0.0;0
6;5480;2;5;46;0.1177;372600;0.18;2;11;16936;2;3;22;4;6;2;8.22;2.5549999999999997;184;0.55;4.95;985;12;1;d;0;0.0;0
7;2276;0;6;38;0.054000000000000006;384583;0.44;23;7;14243;0;3;27;12;9;2;11.59;2.86;857;0.85;16.68;1925;10;1;1;1;11.59;1
8;4158;2;4;363;0.026000000000000002;351350;0.07;77;11;12548;2;3;28;2;6;5;21.85;4.325;834;0.46;44.51;840;1;1;99;0;0.0;0
9;5481;2;6;62;0.1257;392750;0.17;2;11;11221;2;3;35;6;3;3;8.08;1.955;164;0.34;10.89;2640;12;1;5;0;0.0;0
10;4441;0;6;147;0.005600000000000001;395949;0.09;38;11;8424;2;3;47;4;9;9;87.31;10.18;290;0.47;33.31;1691;7;1;6;0;0.0;0
11;5338;2;7;2;0.0329;277500;0.47;70;11;14605;1;3;19;9;0;2;15.97;4.6;527;0.58;6.15;1698;7;1;4;0;0.0;0
0;5482;1;4;42;0.0218;86400;0.11;83;22;4547;3;3;19;2;1;4;33.31;4.775;1112;0.37;7.54;925;6;2;d;0;0.0;0
1;4677;1;4;5;0.43310000000000004;97500;0.67;34;4;16250;2;3;6;4;1;0;2.02;1.4900000000000002;464;0.83;4.31;1825;8;2;2;0;0.0;1
2;5483;1;5;112;0.0021;78100;0.0;78;4;2693;2;3;29;0;3;4;295.55;22.875;257;0.24;23.15;632;3;2;d;0;0.0;0
3;4898;1;3;15;0.1586;62500;0.5;43;2;15625;2;3;4;2;0;1;7.86;2.875;1132;0.75;2.35;1325;3;2;utg;0;0.0;0
4;4246;0;4;10;0.0029;79309;0.27;52;3;7209;2;3;11;3;2;1;138.43;22.29;44;0.55;10.38;652;3;2;99;0;0.0;0
5;5484;1;4;62;0.005699999999999999;77250;0.05;42;3;4065;2;3;19;1;4;0;76.53;9.26;1359;0.26;8.18;660;7;2;99;0;0.0;0
6;4598;0;4;35;0.09539999999999998;225200;0.36;6;3;20472;2;3;11;4;0;2;6.15;2.3049999999999997;42;0.55;31.48;1310;7;2;7;0;0.0;0
7;5432;0;8;14;0.044800000000000006;245977;0.16;15;2;5466;0;3;45;7;4;4;11.64;2.895;1761;0.33;32.40;780;3;2;1;1;11.64;1
8;4563;0;7;13;0.0059;270400;0.17;10;4;5753;2;3;47;8;4;3;63.82;11.25;491;0.32;9.98;631;3;2;6;0;0.0;0
9;1758;1;4;103;0.0424;200500;0.56;11;3;22277;2;3;9;5;1;0;22.15;4.775;176;0.67;5.73;1955;18;2;99;0;0.0;0
10;1626;0;4;11;0.054400000000000004;214500;0.23;19;2;16500;2;3;13;3;3;3;23.14;4.895;11;0.69;7.91;1335;8;2;4;0;0.0;0
11;5426;0;4;27;0.0809;215000;0.23;17;2;16538;2;3;13;3;4;2;6.73;2.31;61;0.69;9.30;1985;1;2;3;0;0.0;1
12;1727;0;4;46;0.0271;221250;0.08;14;3;9218;2;3;24;2;5;1;22.82;4.305;208;0.33;6.79;563;12;2;utg;0;0.0;0
13;5485;0;4;32;0.023700000000000002;212316;0.36;10;4;19301;2;3;11;4;2;2;35.69;5.385;42;0.73;8.57;1642;7;2;5;0;0.0;0
14;5163;2;8;198;0.0012;259382;0.01;5;2;3602;2;3;72;1;9;3;288.22;18.3;985;0.18;55.81;408;3;2;99;0;0.0;0
0;4732;0;8;46;0.3529;3271100;0.3;66;20;53624;2;3;61;18;15;5;2.20;1.48;1717;0.62;9.68;5550;12;3;2;0;0.0;1
1;4908;1;5;10;0.0045000000000000005;2141702;0.39;38;11;93117;2;3;23;9;3;1;91.89;9.54;62;0.57;13.16;13026;3;3;6;0;0.0;0
2;5233;0;5;32;0.13419999999999999;3714150;0.26;47;7;97740;2;3;38;10;6;7;6.54;2.235;42;0.61;22.42;4327;7;3;99;0;0.0;0
3;347;0;6;62;0.2826;1626500;0.7;71;7;81325;3;3;20;14;5;0;3.34;1.4849999999999999;164;0.95;2.19;7775;12;3;1;1;3.34;1
4;3888;0;7;15;0.054900000000000004;3786191;0.3;21;6;82308;1;3;46;14;8;3;12.57;3.3099999999999996;1132;0.54;28.77;1450;3;3;3;0;0.0;1
5;2404;1;5;5;0.048799999999999996;2496729;0.21;25;6;64018;2;3;39;8;3;9;15.33;2.915;208;0.51;26.55;2867;12;3;99;0;0.0;0
6;3897;0;7;103;0.0521;2021601;0.38;29;6;38876;3;3;52;20;8;5;17.51;3.71;164;0.63;14.35;4156;12;3;4;0;0.0;0
7;4065;1;7;35;0.0036;4737172;0.35;48;7;76406;2;3;62;22;4;4;99.9;99.9;42;0.48;12.25;696;7;3;s;0;0.0;0
8;4731;1;8;521;0.039599999999999996;2703230;0.2;90;28;35568;3;3;76;15;13;14;13.73;2.71;133;0.55;10.49;687;14;3;5;0;0.0;0
9;1629;0;8;16;0.0037;2232695;0.35;88;6;40594;0;3;55;19;10;3;81.66;12.415;1592;0.58;17.43;2600;7;3;99;0;0.0;0
10;3390;0;10;13;0.0011;4479500;0.12;90;28;39641;2;3;113;13;20;19;99.9;99.9;1262;0.46;10.58;3155;7;3;s;0;0.0;0
11;5486;0;7;184;0.022000000000000002;3022307;0.53;48;7;75557;2;3;40;21;5;3;21.12;3.3;376;0.73;4.41;2057;10;3;99;0;0.0;0
0;5262;0;4;10;0.2213;153836;0.5;13;2;15383;2;3;10;5;2;0;3.35;2.095;44;0.7;3.00;1345;3;4;d;0;0.0;0
1;4894;1;4;81;0.031200000000000002;139699;0.31;30;3;10746;2;3;13;4;2;1;32.61;5.46;134;0.54;3.95;1307;3;4;1;1;32.61;1
2;3797;1;4;103;0.0183;138300;0.25;34;4;11525;2;3;12;3;0;1;24.46;4.12;176;0.33;6.48;713;18;4;99;0;0.0;0
3;4685;1;4;16;0.0038;153700;0.25;20;4;9606;2;3;16;4;1;1;84.16;11.32;387;0.38;7.76;732;8;4;7;0;0.0;0
4;5487;1;4;688;0.0025;81300;0.27;32;2;7390;2;3;11;3;1;0;114.90;12.370000000000001;1782;0.36;19.57;1015;24;4;4;0;0.0;0
5;5488;0;4;670;0.0076;142250;0.06;32;2;8890;0;3;16;1;3;2;56.87;6.26;1132;0.38;12.94;945;3;4;d;0;0.0;0
6;356;1;4;5;0.058600000000000006;153200;0.19;33;3;9575;2;3;16;3;1;0;12.28;2.91;11;0.25;14.13;155;8;4;utg;0;0.0;0
7;4546;2;4;62;0.0070999999999999995;158500;0.23;12;3;12192;2;3;13;3;1;0;63.37;8.925;351;0.31;39.78;755;9;4;2;0;0.0;1
8;5489;1;4;13;0.0016;113200;0.1;79;3;5390;2;3;21;2;1;1;277.33;21.1;257;0.19;16.80;107;3;4;utg;0;0.0;0
9;538;1;4;133;0.0746;445500;0.54;67;0;34269;2;3;13;7;2;0;7.79;2.38;371;0.69;5.06;3800;3;4;d;0;0.0;0
10;2629;1;4;11;0.47009999999999996;385700;0.58;7;2;32141;2;3;12;7;0;1;2.14;1.3900000000000001;11;0.67;2.19;4950;8;4;d;0;0.0;0
11;4595;1;4;15;0.0023;184500;0.1;11;3;8785;2;3;21;2;2;3;180.46;15.29;1132;0.33;18.95;592;3;4;6;0;0.0;0
12;976;1;4;46;0.0182;368200;0.23;35;0;14161;2;3;26;6;4;4;31.83;5.87;184;0.54;17.22;505;12;4;3;0;0.0;1
13;4835;0;4;32;0.0827;471800;0.11;3;0;24831;2;3;19;2;5;4;9.03;2.19;45;0.58;24.55;2563;7;4;5;0;0.0;0
0;483;0;4;13;0.0394;148650;0.1;1;13;7432;2;3;20;2;2;2;17.89;3.1399999999999997;264;0.3;17.53;815;3;5;99;0;0.0;0
1;5490;0;5;147;0.009399999999999999;167950;0.26;37;13;8839;2;3;19;5;2;1;65.72;7.15;290;0.42;11.55;762;7;5;99;0;0.0;0
2;842;0;4;62;0.122;176600;0.29;17;12;10388;2;3;17;5;2;0;9.34;2.49;351;0.41;7.61;1750;9;5;d;0;0.0;0
3;5491;0;5;17;0.005600000000000001;167345;0.16;46;11;5229;2;3;32;5;2;1;58.05;10.64;1783;0.25;12.28;1091;1;5;6;0;0.0;0
4;4164;0;5;260;0.307;145813;0.6;39;11;14581;2;3;10;6;1;2;2.75;1.925;160;0.9;5.08;1960;7;5;3;0;0.0;1
5;5229;1;4;103;0.1912;194300;0.44;12;10;21588;2;3;9;4;2;0;4.21;1.795;176;0.67;3.64;2150;18;5;4;0;0.0;0
6;5492;0;5;10;0.1611;183628;0.14;77;11;8744;0;3;21;3;6;2;4.63;2.06;1784;0.52;10.19;1605;3;5;99;0;0.0;0
7;5493;0;5;28;0.0026;114462;0.03;13;12;3270;2;3;35;1;3;6;112.46;13.075;1785;0.29;19.71;865;3;5;utg;0;0.0;0
8;4615;1;4;16;0.0892;196250;0.12;2;11;7850;2;3;25;3;2;2;8.19;2.5;44;0.28;40.55;1141;3;5;5;0;0.0;0
9;5366;0;5;129;0.0483;151400;0.57;3;13;21628;2;3;7;4;0;2;15.34;3.245;134;0.86;9.62;2757;3;5;1;1;15.34;1
10;5494;2;6;335;0.0023;196750;0.07;72;12;4372;2;3;45;3;5;2;101.91;12.530000000000001;305;0.22;17.42;913;8;5;99;0;0.0;0
11;5030;0;6;5;0.0217;156550;0.03;13;12;4892;2;3;32;1;5;5;30.51;5.890000000000001;12;0.34;20.51;1200;8;5;2;0;0.0;1
0;5495;0;6;5;0.1152;654300;0.24;45;13;15958;2;3;41;10;8;2;7.49;2.375;22;0.49;12.86;2900;3;6;5;0;0.0;0
1;5273;1;6;46;0.324;782214;0.31;71;7;22348;0;3;35;11;7;4;3.85;1.63;253;0.63;4.55;1280;7;6;1;1;3.85;1
2;4647;0;5;2;0.042300000000000004;662950;0.31;37;13;25498;2;3;26;8;4;4;12.05;3.585;673;0.62;8.29;1848;7;6;4;0;0.0;0
3;3865;1;6;103;0.2148;554122;0.36;71;7;15392;0;3;36;13;6;0;2.88;1.78;176;0.53;7.91;1495;18;6;2;0;0.0;1
4;4106;0;5;10;0.023;554510;0.26;71;7;20537;2;3;27;7;4;2;29.84;6.074999999999999;10;0.48;3.36;3257;3;6;99;0;0.0;0
5;5005;0;7;13;0.0554;698600;0.21;23;7;13434;2;3;52;11;9;3;12.68;3.57;264;0.44;3.95;1600;3;6;d;0;0.0;0
6;4588;1;5;35;0.0455;621845;0.25;31;11;31092;2;3;20;5;6;2;19.54;4.765000000000001;42;0.65;8.72;2608;7;6;3;0;0.0;1
7;4520;1;5;81;0.0037;564814;0.42;71;7;23533;2;3;24;10;0;2;63.66;11.015;134;0.5;10.94;1644;3;6;d;0;0.0;0
8;3680;1;5;93;0.1421;687184;0.33;74;7;22906;3;3;30;10;6;1;6.30;1.96;22;0.57;3.42;3028;3;6;99;0;0.0;0
9;4187;0;6;363;0.0044;719250;0.17;71;7;10423;1;3;69;12;12;11;42.76;5.55;834;0.51;13.26;1140;1;6;6;0;0.0;0
10;4691;2;5;294;0.0235;709563;0.24;38;11;17306;2;3;41;10;8;1;21.13;4.82;366;0.46;3.43;2500;0;6;99;0;0.0;0
11;5496;0;5;11;0.0060999999999999995;768870;0.2;4;11;17086;2;3;45;9;5;1;52.40;8.115;11;0.33;11.55;1595;8;6;99;0;0.0;0
0;1270;0;5;62;0.09970000000000001;941200;0.42;47;7;24768;2;3;38;16;0;3;6.23;2.31;164;0.5;7.97;2710;12;7;1;1;6.23;1
1;4965;0;6;16;0.0152;1251000;0.42;74;7;40354;2;3;31;13;5;2;38.59;6.625;1592;0.65;9.93;650;7;7;d;0;0.0;0
2;4438;0;6;5;0.0269;1417679;0.13;76;67;30819;2;3;46;6;4;4;19.92;4.029999999999999;1717;0.3;18.79;440;12;7;4;0;0.0;0
3;2207;0;5;46;0.5418999999999999;1462729;0.41;22;7;45710;2;3;32;13;4;6;2.16;1.355;184;0.72;11.19;1925;12;7;2;0;0.0;1
4;5497;0;7;10;0.0405;834200;0.31;25;6;13675;3;3;61;19;7;2;11.41;2.7800000000000002;62;0.46;4.87;1800;3;7;utg;0;0.0;0
5;2961;0;6;184;0.0832;1192144;0.4;48;7;29803;2;3;40;16;6;8;7.99;1.915;376;0.75;9.16;3380;10;7;99;0;0.0;0
6;5498;0;8;93;0.0022;1309400;0.44;68;7;25180;2;3;52;23;8;3;99.9;99.9;21;0.65;3.30;1123;9;7;s;0;0.0;0
7;1261;0;5;32;0.0051;916067;0.21;23;7;21811;3;3;42;9;5;5;35.08;6.65;42;0.45;13.54;1807;7;7;99;0;0.0;0
