horseNumber;horseName;horseSex;horseAge;driver;betDistribution;earnings;winPercent;recordSuffix;recordDecimal;earningsPerStart;shoeInfo;cartInfo;lifeStats-tot;lifeStats-1;lifeStats-2;lifeStats-3;vOdds;pOdds;Tr�nare;Plats%;Snittodds;Po�ng;Hemmabana;raceIdx;result;won;plats
11;1492;0;6;57;0.0334;383100;0.26;10;5;16656;2;1;23;6;2;1;15.50;3.745;97;0.39;7.06;1848;16;3;99;0;0
0;1493;1;6;19;0.0304;285200;0.15;158;16;10969;0;0;26;4;7;1;22.51;3.895;566;0.46;6.54;1470;8;4;4;0;0
1;1494;1;6;57;0.1291;236423;0.56;111;42;14776;0;0;16;9;0;1;10.09;3.72;195;0.63;2.54;1310;23;4;5;0;0
2;846;0;5;18;0.0102;263800;0.15;159;43;10146;1;2;26;4;3;3;39.52;6.475;18;0.38;33.69;285;5;4;6;0;0
3;845;0;8;154;0.1794;389110;0.41;144;43;13417;0;0;29;12;0;2;3.85;2.145;376;0.48;5.06;1000;22;4;2;0;1
4;1259;0;5;296;0.0016;207600;0.07;144;43;7414;0;0;28;2;5;3;201.85;20.995;508;0.36;27.04;634;5;4;d;0;0
5;1495;0;7;297;0.0097;373800;0.08;110;16;5840;0;0;64;5;10;4;50.47;8.629999999999999;567;0.3;38.79;1415;8;4;99;0;0
6;1062;0;7;239;0.0096;443300;0.15;158;16;8525;0;0;52;8;6;2;68.30;9.69;455;0.31;12.54;1190;22;4;7;0;0
7;1496;0;6;184;0.0036;416200;0.09;108;16;9248;0;0;45;4;5;3;91.37;11.985;195;0.27;24.29;1670;23;4;99;0;0
8;1161;1;6;218;0.3371;545579;0.29;90;23;12989;0;0;42;12;1;6;3.04;1.81;405;0.45;3.32;2070;27;4;99;0;0
9;1293;1;5;31;0.13949999999999999;598073;0.15;81;23;18123;0;0;33;5;6;7;7.58;2.315;195;0.55;3.40;1803;23;4;1;1;1
10;1288;0;11;271;0.0369;650100;0.09;149;25;5556;0;0;117;11;14;14;18.66;4.09;515;0.33;63.54;1060;22;4;3;0;1
11;1159;1;7;15;0.08470000000000001;626390;0.21;145;23;16061;1;2;39;8;3;4;6.91;2.45;480;0.38;10.94;470;22;4;99;0;0
12;1497;0;12;298;0.0012;439400;0.14;142;24;5781;0;0;76;11;6;7;180.13;18.645;568;0.32;43.80;1510;5;4;d;0;0
13;1284;0;6;20;0.0028000000000000004;504600;0.13;109;23;9344;0;2;54;7;9;3;114.44;16.015;323;0.35;11.45;560;22;4;99;0;0
14;1155;0;12;40;0.0242;478219;0.12;160;24;4598;2;0;104;12;12;10;39.35;6.26;477;0.33;13.78;1566;18;4;99;0;0
0;402;1;7;113;0.0334;1505000;0.18;26;5;23153;0;1;65;12;10;3;16.64;4.175000000000001;225;0.38;5.63;2655;23;5;7;0;0
1;1366;0;5;43;0.24780000000000002;1170000;0.24;23;8;68823;2;1;17;4;8;1;3.02;1.7149999999999999;20;0.76;4.57;4610;11;5;2;0;1
2;1365;1;7;40;0.0040999999999999995;1240456;0.23;20;8;28847;0;1;43;10;5;1;70.91;13.105;5;0.37;45.36;1707;3;5;d;0;0
3;810;1;8;37;0.0144;1390624;0.21;71;8;19586;0;2;71;15;10;6;29.50;4.975;122;0.44;22.50;1272;12;5;6;0;0
4;1498;1;4;33;0.0387;1289500;0.21;32;5;92107;0;1;14;3;1;2;13.92;4.405;5;0.43;64.22;10715;3;5;d;0;0
5;1499;0;7;7;0.324;1048700;0.22;20;8;22797;0;1;46;10;3;6;4.65;1.9200000000000002;66;0.41;2.45;2855;11;5;d;0;0
6;468;0;6;103;0.12179999999999999;1314388;0.29;71;8;31294;0;2;42;12;7;5;6.86;2.8049999999999997;99;0.57;5.23;1890;1;5;d;0;0
7;646;0;8;13;0.0722;1427800;0.32;20;8;26939;0;1;53;17;7;1;10.20;3.0700000000000003;314;0.47;6.38;7655;20;5;3;0;1
8;1269;0;9;4;0.0273;1273864;0.22;15;8;21231;0;2;60;13;11;8;24.18;4.645;510;0.53;44.71;2570;5;5;99;0;0
9;519;0;6;45;0.0052;1020800;0.16;26;5;22684;0;1;45;7;8;6;67.90;9.715;272;0.47;5.17;2567;22;5;1;1;1
10;1500;1;5;57;0.10769999999999999;1124453;0.21;29;5;46852;0;2;24;5;3;5;7.09;2.095;5;0.54;6.11;5433;3;5;4;0;0
11;1274;0;8;146;0.0034000000000000002;1122381;0.26;18;11;29536;0;2;38;10;6;3;84.49;15.39;5;0.5;11.50;1685;3;5;5;0;0
0;859;2;5;7;0.16940000000000002;9945500;0.73;31;8;452068;0;1;22;16;4;1;5.80;2.195;66;0.95;1.78;24100;11;6;2;0;1
1;1501;2;9;57;0.3797;22370941;0.18;101;38;213056;0;1;105;19;26;21;2.47;1.33;569;0.63;21.27;5883;14;6;3;0;1
2;874;1;7;262;0.0691;2757379;0.14;73;12;34903;0;2;79;11;11;4;14.92;3.6500000000000004;388;0.33;20.97;1965;6;6;99;0;0
3;782;1;7;103;0.18460000000000001;4088942;0.19;17;10;75721;0;1;54;10;9;10;5.22;2.075;99;0.54;7.44;1625;1;6;1;1;1
4;648;1;5;40;0.0601;4434422;0.24;75;12;130424;0;1;34;8;5;5;9.47;3.37;134;0.53;13.74;5165;2;6;5;0;0
5;501;1;7;4;0.0394;7268731;0.49;68;12;154653;0;0;47;23;6;4;16.29;3.61;106;0.7;15.59;795;11;6;6;0;0
6;1502;1;7;264;0.0384;2229192;0.6;17;10;63691;0;1;35;21;2;3;16.10;3.315;312;0.74;13.44;1929;14;6;99;0;0
7;499;1;6;43;0.0102;6432720;0.13;21;12;84641;1;1;76;10;11;4;40.60;7.5;21;0.33;25.82;2310;11;6;99;0;0
8;1175;2;6;31;0.0317;5457174;0.34;74;52;71804;0;1;76;26;19;9;21.73;4.495;66;0.71;29.39;2154;11;6;7;0;0
9;1503;1;7;9;0.0174;1696788;0.33;73;12;32630;0;1;52;17;12;6;23.89;4.55;7;0.67;8.51;3440;11;6;4;0;0
0;438;0;4;166;0.043899999999999995;157400;0.11;56;6;17488;0;2;9;1;4;3;17.00;2.7;48;0.89;5.15;1464;11;7;99;0;0
1;1276;0;5;154;0.2473;162700;0.27;24;4;10846;2;2;15;4;0;4;3.90;1.81;324;0.53;4.77;1792;15;7;d;0;0
2;1504;0;4;4;0.006500000000000001;178000;0.2;24;4;17800;0;0;10;2;3;1;99.9;99.9;20;0.6;6.15;1675;11;7;s;0;0
3;1505;0;5;208;0.011399999999999999;174200;0.33;0;7;14516;0;0;12;4;2;0;43.11;6.949999999999999;570;0.5;14.20;2185;27;7;6;0;0
4;1254;1;4;7;0.4583;190000;0.18;32;5;17272;0;0;11;2;1;2;2.36;1.4;176;0.45;55.37;1465;3;7;1;1;1
5;1506;1;4;13;0.0318;146200;0.08;66;7;11246;1;0;13;1;4;3;19.95;3.305;158;0.62;9.05;1470;3;7;3;0;1
6;346;0;4;15;0.0038;197300;0.13;7;7;13153;0;0;15;2;2;2;51.30;11.24;201;0.4;13.30;1510;5;7;99;0;0
7;1507;0;4;57;0.0155;209500;0.19;47;6;9976;1;2;21;4;1;4;20.62;4.455;37;0.43;7.07;1315;5;7;99;0;0
8;1508;2;5;23;0.004699999999999999;216001;0.07;10;5;8000;0;2;27;2;3;3;47.60;7.415;539;0.3;49.53;1365;5;7;5;0;0
9;1509;0;4;43;0.10710000000000001;223500;0.36;10;5;20318;0;0;11;4;1;1;6.95;2.77;20;0.55;2.87;1810;11;7;7;0;0
10;260;2;4;21;0.0475;247600;0.23;44;4;19046;1;2;13;3;0;1;11.30;3.34;155;0.31;23.79;1915;15;7;4;0;0
11;147;0;5;132;0.0222;198500;0.31;9;4;15269;3;1;13;4;3;3;23.11;4.76;96;0.77;7.32;1760;4;7;2;0;1
0;1041;0;6;237;0.1772;781805;0.14;24;1;18614;0;0;42;6;10;6;5.41;1.705;448;0.52;21.67;1872;16;1;7;0;0
1;1510;1;5;7;0.2676;688248;0.53;14;2;36223;1;0;19;10;2;0;3.13;1.945;66;0.63;4.89;2140;11;1;utg;0;0
2;54;0;5;15;0.025;803500;0.09;1;1;25109;0;0;32;3;6;10;43.97;7.155;41;0.59;13.99;1879;15;1;5;0;0
3;643;0;6;11;0.0521;729101;0.25;57;1;15189;0;0;48;12;7;5;21.30;5.365;118;0.5;9.02;3090;6;1;d;0;0
4;694;1;6;4;0.079;779800;0.22;57;1;15290;0;0;51;11;10;4;11.73;3.3049999999999997;243;0.49;3.85;1730;22;1;2;0;1
5;1240;0;8;105;0.10859999999999999;744117;0.32;43;0;14039;0;2;53;17;13;4;5.08;2.09;207;0.64;8.19;2286;14;1;99;0;0
6;856;0;8;70;0.023700000000000002;828700;0.36;13;0;18415;0;0;45;16;3;6;33.72;9.030000000000001;150;0.56;4.72;1600;10;1;99;0;0
7;153;0;7;42;0.0292;542941;0.12;48;1;10441;1;1;52;6;9;6;23.68;4.1850000000000005;109;0.4;9.69;3389;14;1;3;0;1
8;1511;0;6;44;0.08109999999999999;878000;0.29;43;0;36583;0;2;24;7;5;1;10.47;3.69;57;0.54;3.56;2215;12;1;99;0;0
9;1072;1;5;12;0.11810000000000001;814815;0.43;7;0;38800;1;0;21;9;2;3;9.68;2.94;26;0.67;4.63;2630;1;1;6;0;0
10;469;1;7;57;0.0331;842266;0.25;10;2;21056;0;2;40;10;6;9;24.11;5.234999999999999;97;0.63;9.74;2167;16;1;1;1;1
11;477;0;7;109;0.0054;682921;0.15;1;1;11195;0;1;61;9;15;7;107.37;15.09;221;0.51;37.51;1245;12;1;4;0;0
0;1512;1;5;229;0.1117;319822;0.24;26;5;8643;1;0;37;9;4;4;11.68;3.34;294;0.46;15.04;1700;14;2;d;0;0
1;705;0;5;40;0.2175;497000;0.23;24;4;19115;1;2;26;6;3;1;4.74;1.935;137;0.38;9.28;1545;3;2;99;0;0
2;1492;0;6;57;0.19219999999999998;382600;0.27;10;5;17390;1;1;22;6;2;1;7.02;2.325;97;0.41;6.12;2493;16;2;utg;0;0
3;1513;1;5;299;0.16;476514;0.74;32;5;25079;0;1;19;14;2;1;2.75;1.8;571;0.89;2.12;1380;14;2;7;0;0
4;1514;0;9;300;0.011399999999999999;452600;0.21;26;5;11910;0;1;38;8;4;5;84.98;10.21;77;0.45;16.07;1260;2;2;d;0;0
5;1330;2;4;42;0.0793;399194;0.64;29;5;11088;0;1;36;23;6;2;7.84;2.98;88;0.86;4.13;1540;2;2;1;1;1
6;1337;0;5;111;0.0467;341000;0.27;30;8;22733;0;2;15;4;3;2;20.69;3.975;290;0.6;13.28;2410;1;2;2;0;1
7;1336;0;4;8;0.0383;358500;0.33;13;7;29875;2;2;12;4;1;0;25.10;5.725;1;0.42;5.12;3760;1;2;3;0;1
8;1515;0;5;10;0.083;318500;0.62;43;7;24500;0;1;13;8;0;0;17.80;3.6550000000000002;8;0.62;3.16;1955;2;2;5;0;0
9;1516;0;6;3;0.021;493500;0.43;26;5;21456;0;0;23;10;0;2;39.67;6.3100000000000005;44;0.52;16.35;1185;7;2;d;0;0
10;1517;0;5;4;0.0167;281854;0.32;32;5;14834;0;0;19;6;3;4;25.22;4.62;495;0.68;3.48;1876;14;2;4;0;0
11;677;2;6;7;0.0222;407800;0.44;31;8;25487;2;0;16;7;3;2;37.65;5.455;322;0.75;7.31;2490;10;2;6;0;0
0;1518;2;4;11;0.1186;2284500;0.46;2;4;175730;0;1;13;6;3;1;9.64;2.585;66;0.77;10.91;6220;11;3;utg;0;0
1;1519;2;4;70;0.0758;498200;0.28;20;8;27677;0;2;18;5;2;1;12.80;2.96;150;0.44;12.06;4355;10;3;3;0;1
2;190;2;4;36;0.1607;1850000;0.3;29;5;92500;0;1;20;6;2;5;5.99;2.06;44;0.65;8.76;4130;7;3;99;0;0
3;189;2;4;37;0.0165;1057093;0.16;69;17;42283;0;2;25;4;2;4;43.96;6.615;122;0.4;41.01;1223;12;3;d;0;0
4;1520;2;4;7;0.10640000000000001;3553000;0.42;24;4;296083;0;1;12;5;2;1;8.21;2.4699999999999998;66;0.67;5.08;31075;11;3;1;1;1
5;1521;2;4;43;0.4703;2601500;0.54;24;4;200115;3;2;13;7;3;0;1.81;1.37;21;0.77;3.00;22425;11;3;6;0;0
6;1522;2;4;57;0.011699999999999999;502000;0.21;1;4;35857;0;0;14;3;1;3;37.43;6.215;10;0.5;36.99;2655;1;3;99;0;0
7;1523;2;4;10;0.0055000000000000005;321000;0.5;12;4;53500;0;1;6;3;1;1;54.41;7.459999999999999;8;0.83;3.72;3510;2;3;4;0;0
8;1524;2;4;4;0.0103;340000;0.23;3;5;26153;0;2;13;3;0;2;28.68;4.6850000000000005;21;0.38;32.81;2200;11;3;99;0;0
9;1525;2;4;8;0.0143;920500;0.47;29;5;54147;3;1;17;8;1;0;35.21;5.54;1;0.53;3.48;1910;1;3;5;0;0
10;1526;2;4;5;0.002;319300;0.12;6;4;18782;0;2;17;2;4;1;126.41;14.465;2;0.41;27.14;1010;2;3;99;0;0
11;1527;2;4;108;0.0079;844500;0.2;21;12;56300;2;1;15;3;5;1;58.71;8.34;426;0.6;10.94;1170;1;3;2;0;1
0;1528;0;5;42;0.0066;338700;0.07;9;4;12096;2;1;28;2;4;5;54.15;7.779999999999999;572;0.39;26.90;695;1;4;99;0;0
1;650;1;5;19;0.1759;3468025;0.26;33;12;150783;2;1;23;6;5;2;5.13;1.785;152;0.57;20.91;21390;11;4;2;0;1
2;1373;0;5;44;0.0189;1288500;0.16;15;8;33907;0;2;38;6;7;4;29.57;4.145;57;0.45;13.21;1150;12;4;7;0;0
3;648;1;5;40;0.5144;4409422;0.24;75;12;133618;0;1;33;8;5;5;2.11;1.575;134;0.55;14.20;12860;2;4;4;0;0
4;891;0;5;80;0.001;511800;0.05;25;8;11631;2;1;44;2;6;7;99.9;99.9;21;0.34;28.49;503;11;4;s;0;0
5;1458;1;5;57;0.1082;2383723;0.33;21;12;79457;0;1;30;10;8;5;6.49;2.365;73;0.77;16.24;1985;2;4;4;0;0
6;1529;1;5;4;0.0286;2147013;0.35;34;8;107350;2;1;20;7;1;8;17.70;3.615;573;0.8;57.04;2913;14;4;1;1;1
7;1530;1;5;43;0.022799999999999997;1245737;0.14;23;8;33668;0;2;37;5;2;5;19.00;3.92;21;0.32;14.21;130;11;4;99;0;0
8;1531;1;5;7;0.061500000000000006;2443368;0.17;70;56;84254;0;1;29;5;4;4;11.94;2.71;66;0.45;20.92;5162;11;4;3;0;1
9;1532;0;5;12;0.0571;3205500;0.24;71;8;128220;0;1;25;6;4;2;11.48;3.005;26;0.48;7.80;4485;1;4;6;0;0
10;1533;0;5;15;0.0019;2830529;0.09;21;58;53406;2;1;53;5;3;6;92.89;12.865;21;0.26;76.78;830;11;4;99;0;0
11;1534;1;5;11;0.003;2765590;0.16;75;12;72778;0;1;38;6;4;11;84.14;11.35;134;0.55;92.26;575;2;4;99;0;0
0;1035;0;7;5;0.11359999999999999;1597352;0.27;22;12;25763;0;1;62;17;10;10;9.40;2.33;2;0.6;12.14;2460;2;5;6;0;0
1;781;0;6;25;0.2882;1472803;0.43;3;5;42080;0;0;35;15;2;1;4.38;2.0549999999999997;26;0.51;5.50;5788;1;5;99;0;0
2;896;0;6;10;0.0213;1342500;0.26;25;8;38357;0;1;35;9;7;4;23.72;4.234999999999999;8;0.57;21.23;1780;2;5;2;0;1
3;697;0;9;44;0.1795;1391500;0.29;33;12;23584;0;2;59;17;3;7;4.92;2.235;57;0.46;20.03;980;12;5;1;1;1
4;559;2;6;3;0.2232;1689450;0.25;22;12;32489;0;2;52;13;6;11;3.35;1.78;288;0.58;6.38;3035;2;5;99;0;0
5;1468;0;7;15;0.011899999999999999;1230400;0.2;23;8;30760;0;1;40;8;5;4;36.42;5.73;78;0.43;33.94;714;11;5;4;0;0
6;33;1;5;12;0.1165;1322500;0.29;22;12;42661;0;1;31;9;3;3;6.99;2.385;26;0.48;7.44;935;1;5;7;0;0
7;1535;0;7;43;0.0083;1018400;0.18;34;8;18185;1;1;56;10;14;4;37.92;7.115;20;0.5;20.82;1275;11;5;5;0;0
8;1536;1;9;111;0.0217;1682547;0.13;20;8;16658;0;2;101;13;19;17;19.18;5.54;57;0.49;22.03;1092;12;5;99;0;0
9;49;0;7;7;0.009000000000000001;1095900;0.11;23;8;13529;0;2;81;9;9;11;43.18;9.030000000000001;39;0.36;37.54;1640;1;5;99;0;0
10;1537;0;8;36;0.0025;1581016;0.09;21;12;18600;1;1;85;8;13;15;90.94;14.64;44;0.42;41.82;1362;7;5;99;0;0
11;1374;0;5;2;0.0045000000000000005;1197327;0.12;32;5;35215;0;1;34;4;9;2;64.49;11.055;2;0.44;11.50;720;2;5;3;0;1
0;1501;2;9;57;0.4901;22333441;0.18;101;38;214744;0;1;104;19;26;20;1.97;1.3199999999999998;569;0.63;24.43;10787;14;6;3;0;1
1;647;0;7;5;0.2555;10807485;0.58;76;22;270187;0;1;40;23;6;3;3.82;1.585;2;0.8;7.58;12350;2;6;2;0;1
2;539;0;8;8;0.0091;1854704;0.14;73;12;25063;0;1;74;10;12;5;35.07;4.455;1;0.36;33.94;2197;1;6;7;0;0
3;1538;0;8;44;0.0101;2164878;0.24;21;12;32801;0;2;66;16;12;7;33.81;6.23;57;0.53;11.64;1610;12;6;99;0;0
4;1539;0;6;7;0.1092;2103200;0.28;27;8;84128;0;1;25;7;6;1;8.38;2.39;66;0.56;9.35;1665;11;6;4;0;0
5;535;0;7;10;0.0044;3526921;0.29;75;12;67825;0;1;52;15;9;6;64.37;7.755;8;0.58;13.51;1585;2;6;99;0;0
6;1098;1;6;229;0.0034999999999999996;2357780;0.15;23;8;60455;0;0;39;6;7;5;60.17;9.71;294;0.46;21.67;1842;14;6;5;0;0
7;782;1;7;103;0.0176;4080942;0.19;17;10;76998;0;1;53;10;9;10;24.13;3.6849999999999996;99;0.55;3.62;1665;1;6;6;0;0
8;1540;0;10;301;0.0079;3284687;0.26;68;12;57626;0;1;57;15;8;8;49.68;6.595;20;0.54;6.22;1740;11;6;utg;0;0
9;1246;1;7;111;0.0926;4769358;0.4;69;18;105985;0;1;45;18;8;7;7.22;2.115;574;0.73;5.21;8019;14;6;1;1;1
0;1541;1;4;4;0.0593;4288911;0.42;161;61;178704;0;1;24;10;2;0;18.00;3.3600000000000003;575;0.5;7.91;6659;1;7;d;0;0
1;1542;1;4;5;0.1955;3989550;0.41;22;12;234679;0;0;17;7;2;4;5.51;2.325;134;0.76;2.47;2905;2;7;1;1;1
2;1543;1;4;43;0.0329;694200;0.29;34;8;40835;0;1;17;5;7;2;26.30;4.3100000000000005;21;0.82;9.79;3700;11;7;3;0;1
3;1222;1;4;44;0.1679;5685500;0.53;26;5;334441;0;2;17;9;5;0;4.80;1.935;57;0.82;2.44;44280;12;7;4;0;0
4;1544;1;4;57;0.3209;10250439;0.46;161;62;427101;3;1;24;11;8;2;2.50;1.5350000000000001;21;0.88;9.15;6269;11;7;99;0;0
5;1465;1;4;7;0.1155;343000;0.67;26;5;38111;0;1;9;6;0;2;9.31;3.15;66;0.89;3.41;3530;11;7;2;0;1
6;1545;1;4;8;0.024900000000000002;1451500;0.57;35;5;103678;2;1;14;8;1;1;24.03;4.22;1;0.71;5.55;8960;1;7;5;0;0
7;1546;1;4;70;0.0022;696500;0.21;26;5;49750;1;0;14;3;5;0;141.25;17.085;150;0.57;18.48;1770;10;7;d;0;0
8;1547;1;4;11;0.011000000000000001;250800;0.38;35;5;31350;1;0;8;3;2;0;49.38;7.345;76;0.63;11.95;2105;13;7;99;0;0
9;1498;1;4;33;0.0028000000000000004;1289000;0.23;3;5;99153;3;1;13;3;1;2;136.56;13.605;5;0.46;43.26;11610;3;7;99;0;0
10;1548;0;4;15;0.0617;538500;0.73;12;4;48954;0;0;11;8;0;0;10.28;3.09;78;0.73;3.65;3055;11;7;6;0;0
11;1225;1;4;260;0.0055000000000000005;629000;0.2;38;5;31450;2;0;20;4;3;1;74.59;8.86;300;0.4;19.66;4860;12;7;99;0;0
0;1149;0;4;295;0.0318;245000;0.11;40;0;13611;0;0;18;2;3;2;19.18;3.5300000000000002;313;0.39;13.26;1175;22;1;d;0;0
1;301;0;6;40;0.036699999999999997;218700;0.16;49;3;8748;0;0;25;4;5;2;20.80;5.1;137;0.44;4.95;1609;3;1;2;0;1
2;727;0;5;57;0.2688;242700;0.16;56;3;12773;0;0;19;3;2;5;3.95;1.79;335;0.53;9.88;1520;4;1;1;1;1
3;1549;0;5;302;0.0178;180800;0.16;4;3;9515;0;2;19;3;3;3;41.67;7.800000000000001;81;0.47;14.63;1285;6;1;99;0;0
4;1012;1;4;33;0.0771;242000;0.38;62;13;30250;0;2;8;3;2;1;11.70;3.7800000000000002;5;0.75;17.63;2120;3;1;4;0;0
5;1550;2;4;70;0.1054;160000;0.22;79;13;17777;2;2;9;2;0;2;6.61;2.56;150;0.44;12.75;1765;10;1;99;0;0
6;1228;2;4;11;0.044199999999999996;193500;0.3;11;3;19350;0;0;10;3;1;1;22.65;4.95;37;0.5;18.44;1465;5;1;5;0;0
7;1551;0;5;0;0.0052;191800;0.29;47;3;13700;0;2;14;4;3;1;80.51;11.879999999999999;576;0.57;16.88;1194;10;1;6;0;0
8;1509;0;4;43;0.2223;223000;0.4;53;15;22300;0;0;10;4;1;1;3.31;1.54;20;0.6;3.00;2805;11;1;99;0;0
9;1552;1;4;250;0.0231;211100;0.2;8;3;21110;0;2;10;2;2;0;29.26;5.35;485;0.4;15.11;1751;16;1;7;0;0
10;1270;0;4;15;0.1631;214500;0.33;51;0;35750;0;0;6;2;2;1;5.88;2.14;78;0.83;9.97;2145;11;1;3;0;1
11;1553;1;4;31;0.0046;224000;0.25;11;3;28000;2;2;8;2;2;1;99.9;99.9;156;0.63;8.95;2035;11;1;s;0;0
0;1530;1;5;57;0.212;1245237;0.14;23;8;34589;0;2;36;5;2;5;4.60;2.07;21;0.33;14.96;1025;11;2;d;0;0
1;1554;0;8;40;0.0483;1539802;0.3;14;5;24059;0;1;64;19;9;8;18.64;3.3550000000000004;577;0.56;5.20;2552;14;2;5;0;0
2;498;1;6;4;0.3754;1628059;0.52;30;8;60298;0;0;27;14;1;0;2.47;1.9;100;0.56;7.37;3455;11;2;1;1;1
3;223;1;5;20;0.0955;1016368;0.29;29;5;29893;0;1;34;10;8;5;9.44;2.45;139;0.68;4.86;3774;14;2;2;0;1
4;651;0;8;11;0.011699999999999999;1546360;0.14;76;22;26661;0;1;58;8;6;11;44.06;6.48;297;0.43;36.56;2038;6;2;99;0;0
5;1243;0;7;7;0.1679;1330200;0.23;21;12;30934;0;0;43;10;8;4;4.33;1.54;20;0.51;3.44;4710;11;2;d;0;0
6;59;0;6;19;0.0446;1417400;0.24;35;5;38308;0;0;37;9;6;5;15.91;3.1900000000000004;45;0.54;19.23;4115;11;2;d;0;0
7;274;1;6;146;0.0128;1637500;0.16;23;8;44256;0;2;37;6;8;6;45.88;7.04;141;0.54;5.83;1530;4;2;3;0;1
8;1468;0;7;15;0.0031;1214400;0.21;23;8;31138;2;1;39;8;5;4;70.79;8.115;78;0.44;22.32;954;11;2;4;0;0
9;642;0;7;8;0.0248;1324562;0.15;34;8;22076;0;1;60;9;6;7;28.68;4.905;1;0.37;30.38;749;1;2;6;0;0
10;1537;0;8;3;0.002;1576016;0.1;21;12;18762;0;1;84;8;13;15;107.34;13.845;44;0.43;21.18;1344;7;2;7;0;0
11;738;0;12;87;0.0018;1410953;0.2;73;12;15504;0;2;91;18;12;14;99.9;99.9;203;0.48;6.22;1040;5;2;s;0;0
0;500;0;6;4;0.1931;1876750;0.4;25;8;44684;0;0;42;17;3;5;5.23;2.0300000000000002;100;0.6;11.91;6360;11;3;d;0;0
1;1555;1;5;8;0.4274;2297216;0.29;69;17;95717;1;1;24;7;4;2;2.27;1.605;1;0.54;9.91;3160;1;3;1;1;1
2;1556;0;7;250;0.024300000000000002;1861734;0.14;72;12;28642;0;2;65;9;7;6;21.81;4.27;485;0.34;40.28;1780;16;3;d;0;0
3;1503;1;7;9;0.0501;1621788;0.33;70;12;31799;2;1;51;17;11;6;14.00;2.745;7;0.67;9.11;2758;11;3;2;0;1
4;499;1;6;40;0.0553;6413720;0.13;21;58;85516;0;1;75;10;11;4;12.71;2.625;21;0.33;23.70;2075;11;3;4;0;0
5;29;1;6;1;0.0126;1959490;0.09;34;8;35627;0;1;55;5;5;10;39.44;5.145;1;0.36;38.35;2484;1;3;3;0;1
6;1032;1;6;63;0.0058;5543165;0.35;18;11;128910;0;2;43;15;6;7;54.26;7.074999999999999;222;0.65;22.67;2565;1;3;6;0;0
7;1367;1;7;265;0.001;2544400;0.22;70;12;40387;0;1;63;14;8;8;99.9;99.9;427;0.48;21.18;4320;12;3;s;0;0
8;1098;1;6;229;0.0393;2345780;0.16;23;8;61731;0;0;38;6;7;5;18.07;2.95;294;0.47;19.00;1861;14;3;5;0;0
9;1557;1;6;7;0.1913;10112579;0.49;101;31;259296;0;1;39;19;5;2;3.98;1.58;66;0.67;5.28;2120;11;3;7;0;0
0;1558;2;5;14;0.0217;1777500;0.38;71;8;74062;0;1;24;9;2;3;26.07;4.035;152;0.58;17.73;2810;11;4;d;0;0
1;1559;2;6;8;0.015300000000000001;2260966;0.1;29;5;55145;0;2;41;4;5;5;38.81;6.8500000000000005;1;0.34;60.02;94;1;4;d;0;0
2;858;2;7;33;0.5253;4336017;0.16;93;12;67750;0;2;64;10;11;8;2.04;1.325;5;0.45;13.78;8918;3;4;6;0;0
3;1385;2;7;37;0.0008;982190;0.11;28;8;17539;0;2;56;6;8;7;99.9;99.9;122;0.38;41.87;749;12;4;s;0;0
4;1460;2;6;20;0.1883;2408263;0.26;25;8;39479;0;0;61;16;9;10;4.86;1.9;172;0.57;12.48;4096;14;4;4;0;0
5;1560;2;8;303;0.0022;1105977;0.11;72;12;12021;1;0;92;10;10;12;121.17;13.55;322;0.35;31.01;490;10;4;7;0;0
6;611;2;6;40;0.0915;3101500;0.26;33;12;81618;0;1;38;10;10;4;6.71;2.1500000000000004;20;0.63;5.42;4670;11;4;2;0;1
7;1561;2;6;19;0.0131;4582000;0.31;34;8;127277;2;1;36;11;8;2;34.04;6.075;152;0.58;12.08;2390;11;4;3;0;1
8;610;2;10;57;0.0134;3976294;0.14;68;12;39369;1;1;101;14;14;15;99.9;99.9;97;0.43;31.06;3190;16;4;s;0;0
9;1175;2;6;7;0.034;5434674;0.35;74;52;73441;0;1;74;26;19;9;13.83;3.2;66;0.73;25.16;3440;11;4;5;0;0
10;1562;2;6;4;0.038;3370878;0.26;71;8;88707;0;0;38;10;6;6;20.67;3.8200000000000003;301;0.58;24.66;5279;14;4;99;0;0
11;560;2;8;11;0.0564;6008468;0.22;68;12;95372;0;1;63;14;11;7;9.09;2.715;134;0.51;34.10;2075;2;4;1;1;1
0;1004;0;7;20;0.15289999999999998;436484;0.16;20;8;7936;2;1;55;9;5;7;5.66;2.215;562;0.38;3.28;2372;14;5;1;1;1
1;8;1;4;8;0.056299999999999996;356000;0.2;43;7;23733;0;2;15;3;3;3;10.39;2.935;1;0.6;23.41;2630;1;5;99;0;0
2;1516;0;6;3;0.0969;479000;0.45;26;5;21772;0;1;22;10;0;2;8.61;2.915;44;0.55;15.09;1640;7;5;4;0;0
3;1563;0;6;12;0.0227;475600;0.24;35;5;14412;3;0;33;8;3;7;26.30;5.475;26;0.55;8.78;1630;1;5;6;0;0
4;744;0;5;10;0.0559;290300;0.27;38;5;19353;3;1;15;4;4;0;10.07;2.83;8;0.53;3.60;1725;2;5;3;0;1
5;505;2;6;24;0.08070000000000001;444700;0.3;3;5;22235;0;1;20;6;3;2;7.48;2.6550000000000002;5;0.55;7.41;2020;3;5;99;0;0
