horseNumber;horseName;horseSex;horseAge;driver;betDistribution;earnings;winPercent;recordSuffix;recordDecimal;earningsPerStart;shoeInfo;cartInfo;lifeStats-tot;lifeStats-1;lifeStats-2;lifeStats-3;vOdds;pOdds;Tränare;Plats%;Snittodds;Poäng;Hemmabana;raceIdx;result;won;plats
9;507;1;7;139;0.0034999999999999996;1013727;0.31;80;24;20688;0;0;49;15;5;9;85.83;11.68;140;0.59;14.84;1775;19;2;99;0;0
10;508;1;7;86;0.0024;1751391;0.26;93;24;32433;0;0;54;14;11;6;108.50;13.48;142;0.57;31.24;670;20;2;99;0;0
11;509;1;10;15;0.002;1511731;0.3;80;24;21596;2;0;70;21;6;6;99.9;99.9;142;0.47;17.04;1890;20;2;s;0;0
12;510;1;11;142;0.09210000000000002;3888132;0.4;101;29;37385;0;2;104;42;14;15;7.63;1.88;259;0.68;6.50;4310;25;2;7;0;0
13;345;1;5;4;0.2913;1840761;0.41;92;24;49750;1;1;37;15;7;3;3.27;1.36;140;0.68;3.77;5184;19;2;2;0;1
14;511;2;10;40;0.4989;3764046;0.42;102;32;60710;0;1;62;26;17;6;1.96;1.13;260;0.79;3.58;6350;14;2;3;0;1
0;512;2;4;143;0.012;268349;0.15;36;3;13417;0;0;20;3;5;3;39.89;6.76;261;0.55;5.09;650;23;3;99;0;0
1;115;2;6;48;0.011399999999999999;240800;0.05;41;0;5733;0;0;42;2;5;8;29.82;5.73;14;0.36;11.35;740;5;3;1;1;1
2;513;2;4;11;0.34840000000000004;248800;0.16;96;17;13094;0;2;19;3;5;1;3.87;2.03;60;0.47;5.51;1690;16;3;utg;0;0
3;514;2;4;20;0.0008;211300;0.04;40;0;4495;0;0;47;2;5;2;99.9;99.9;87;0.19;9.82;838;14;3;s;0;0
4;515;2;4;65;0.0013;212900;0.08;69;18;8516;2;0;25;2;2;4;244.74;29.95;262;0.32;43.10;873;19;3;utg;0;0
5;516;2;7;144;0.0013;298300;0.04;8;3;6484;0;0;46;2;7;10;216.33;30.57;263;0.41;42.39;610;25;3;99;0;0
6;517;2;5;15;0.0077;227750;0.14;61;18;8133;0;0;28;4;5;3;63.18;11.06;132;0.43;39.41;1119;19;3;99;0;0
7;426;2;4;4;0.0989;284300;0.15;6;1;10934;0;2;26;4;4;1;6.97;2.41;62;0.35;19.30;975;12;3;6;0;0
8;428;2;7;59;0.0326;711900;0.06;24;1;9011;2;2;79;5;9;9;16.50;4.38;152;0.29;29.76;722;5;3;4;0;0
9;427;2;6;139;0.0679;741700;0.27;43;0;24723;1;1;30;8;4;2;13.88;3.64;5;0.47;7.51;1025;3;3;d;0;0
10;518;2;6;77;0.0785;538943;0.23;60;18;20728;1;0;26;6;7;3;17.51;4.12;81;0.62;5.01;2032;19;3;utg;0;0
11;266;2;5;80;0.059699999999999996;696300;0.21;6;1;18323;0;0;38;8;4;5;8.16;2.38;79;0.45;14.66;2135;19;3;2;0;1
12;123;2;5;40;0.0489;726100;0.22;9;1;20169;0;2;36;8;5;1;14.92;3.76;78;0.39;8.74;1179;3;3;3;0;1
13;519;2;4;32;0.2192;735400;0.29;24;1;30641;1;0;24;7;3;4;3.50;1.70;264;0.58;11.41;4935;5;3;7;0;0
14;520;2;7;107;0.011399999999999999;1141800;0.18;43;0;17566;0;1;65;12;12;7;36.07;7.27;265;0.48;20.49;2628;25;3;5;0;0
0;411;0;3;116;0.4866;217900;0.27;9;4;19809;0;0;11;3;3;2;2.55;1.52;198;0.73;5.18;1860;19;4;1;1;1
1;521;2;4;11;0.022000000000000002;178000;0.17;5;7;14833;2;0;12;2;3;1;23.79;4.81;198;0.5;6.79;1310;19;4;7;0;0
2;522;2;4;145;0.013600000000000001;203000;0.14;0;7;9666;0;1;21;3;0;3;29.59;6.18;96;0.29;9.47;1265;15;4;d;0;0
3;250;0;5;83;0.008100000000000001;208300;0.27;13;7;13886;0;0;15;4;2;3;41.76;6.47;145;0.6;7.18;1375;19;4;99;0;0
4;413;2;4;4;0.1783;217000;0.38;41;7;27125;0;1;8;3;2;3;3.91;1.72;154;1.0;4.10;2550;21;4;2;0;1
5;523;0;5;109;0.0017000000000000001;165000;0.09;68;6;4714;0;0;35;3;3;5;134.65;19.33;184;0.31;59.34;1070;19;4;99;0;0
6;338;0;5;15;0.0787;249000;0.33;70;7;11857;0;2;21;7;1;0;10.01;2.77;192;0.38;8.27;1525;26;4;99;0;0
7;524;0;4;44;0.0929;230300;0.23;24;4;17715;1;1;13;3;3;1;12.29;3.05;20;0.54;4.79;1373;11;4;99;0;0
8;410;0;4;126;0.026000000000000002;224900;0.17;9;4;12494;3;1;18;3;3;2;16.43;3.67;225;0.44;14.96;1340;11;4;3;0;1
9;93;1;3;24;0.0451;169200;0.38;37;7;21150;0;2;8;3;0;0;15.98;3.49;63;0.38;24.11;1802;11;4;4;0;0
10;525;0;4;71;0.0046;134900;0.09;1;4;5865;0;1;23;2;4;3;52.75;9.55;266;0.39;13.94;1215;3;4;5;0;0
11;526;2;4;59;0.0425;221500;0.42;13;7;18458;2;0;12;5;2;0;10.10;2.70;143;0.58;11.95;1795;11;4;6;0;0
0;82;0;7;40;0.1042;335453;0.15;43;7;7137;1;2;47;7;8;4;11.16;3.22;57;0.4;6.97;2130;12;5;3;0;1
1;527;0;5;84;0.0852;483000;0.12;7;7;11780;0;0;41;5;7;3;5.32;1.98;138;0.37;8.73;1580;15;5;99;0;0
2;528;0;4;4;0.10769999999999999;498800;0.27;34;8;22672;1;0;22;6;4;3;11.36;3.11;143;0.59;16.75;1830;11;5;99;0;0
3;405;0;7;125;0.013300000000000001;481400;0.15;7;7;8752;1;0;55;8;7;4;36.15;7.42;223;0.35;35.53;2105;4;5;6;0;0
4;262;0;4;77;0.2859;399200;0.33;29;5;19009;0;0;21;7;3;0;4.81;2.05;81;0.48;25.88;2655;19;5;1;1;1
5;529;2;4;146;0.0649;344000;0.16;44;4;13760;1;1;25;4;1;2;14.84;4.04;267;0.28;26.22;2205;4;5;99;0;0
6;530;0;6;48;0.013300000000000001;483800;0.19;10;5;10079;0;2;48;9;7;4;41.08;7.38;268;0.42;27.61;1508;21;5;99;0;0
7;531;0;4;31;0.009399999999999999;457000;0.14;38;5;13057;0;1;35;5;7;3;41.08;8.10;269;0.43;6.50;1420;19;5;7;0;0
8;112;1;3;147;0.0691;442300;0.26;25;8;19230;0;0;23;6;1;3;16.20;4.00;74;0.43;15.16;2110;19;5;5;0;0
9;267;0;5;91;0.029900000000000003;488600;0.12;26;5;11362;0;1;43;5;1;6;18.59;4.21;153;0.28;17.79;1794;11;5;4;0;0
10;114;0;5;44;0.1893;415500;0.26;56;4;21868;1;1;19;5;2;3;3.25;1.56;20;0.53;6.20;2065;11;5;2;0;1
11;532;0;4;33;0.0277;275000;0.24;84;6;16176;2;1;17;4;3;4;26.59;6.63;5;0.65;6.61;2335;3;5;99;0;0
0;350;1;12;116;0.0031;3854817;0.22;55;20;38548;1;2;100;22;13;9;77.28;15.30;198;0.44;19.16;1085;19;6;99;0;0
1;243;1;6;4;0.2334;5270500;0.68;29;5;277394;0;0;19;13;2;1;4.98;1.78;143;0.84;2.03;2355;11;6;99;0;0
2;533;0;11;147;0.0034999999999999996;4019700;0.28;55;20;36877;1;1;109;31;16;13;59.11;11.63;270;0.55;28.21;850;15;6;d;0;0
3;246;0;11;91;0.005699999999999999;4292700;0.24;34;8;29604;0;2;145;35;22;15;50.69;6.85;110;0.5;12.00;1680;15;6;99;0;0
4;244;0;7;15;0.0086;1895777;0.2;22;12;35106;1;1;54;11;8;7;44.02;7.42;81;0.48;11.02;1865;19;6;6;0;0
5;136;0;7;44;0.47350000000000003;2054750;0.17;34;8;35426;1;1;58;10;9;9;2.38;1.38;20;0.48;21.05;2630;11;6;7;0;0
6;423;1;7;11;0.0516;7531731;0.43;87;27;134495;3;2;56;24;7;5;8.95;2.69;60;0.64;23.98;2290;16;6;4;0;0
7;534;0;8;31;0.0719;2181800;0.35;19;12;34631;1;1;63;22;7;4;9.48;2.72;271;0.52;13.52;4465;26;6;d;0;0
8;30;0;9;22;0.0026;1874763;0.12;20;8;18937;0;2;99;12;15;17;66.67;10.14;24;0.44;15.07;1590;5;6;5;0;0
9;351;0;6;117;0.0416;2500418;0.4;28;8;53200;0;2;47;19;11;3;12.35;2.94;199;0.7;2.07;3250;26;6;1;1;1
10;134;0;6;51;0.08689999999999999;1817014;0.27;23;8;21376;0;0;85;23;14;10;7.22;2.22;83;0.55;14.44;2109;14;6;2;0;1
11;422;0;6;77;0.0176;2129250;0.33;21;12;38713;3;0;55;18;3;7;28.27;5.02;81;0.51;6.58;1630;19;6;3;0;1
0;141;0;4;15;0.1724;691139;0.28;12;4;21598;0;0;32;9;5;1;5.60;2.10;201;0.47;10.74;2049;14;7;5;0;0
1;535;0;5;31;0.2271;867600;0.24;34;8;21160;2;1;41;10;7;4;5.51;1.98;272;0.51;7.15;2515;26;7;6;0;0
2;536;0;7;56;0.030299999999999997;770300;0.15;50;8;9170;0;2;84;13;8;9;15.73;4.04;273;0.36;10.36;2980;19;7;4;0;0
3;150;0;6;20;0.12240000000000001;868200;0.1;54;12;12228;1;2;71;7;11;7;8.23;2.60;22;0.35;23.80;2825;11;7;99;0;0
4;128;0;7;77;0.1977;639000;0.24;50;8;17270;0;0;37;9;6;2;3.39;1.58;81;0.46;6.93;3425;19;7;2;0;1
5;148;0;7;40;0.0475;865600;0.25;27;8;13525;0;1;64;16;12;4;16.09;3.73;78;0.5;10.99;2205;3;7;7;0;0
6;127;0;6;139;0.1023;845800;0.22;51;12;16916;1;0;50;11;7;10;9.33;2.66;81;0.56;6.42;2625;19;7;1;1;1
7;537;1;8;44;0.0146;882000;0.5;30;8;33674;0;1;6;3;1;1;99.9;99.9;20;0.83;3.73;2382;11;7;s;0;0
8;438;0;6;4;0.0729;688914;0.42;34;8;13778;0;2;50;21;10;5;7.73;2.19;111;0.72;7.13;1495;3;7;3;0;1
9;538;0;5;148;0.0038;630371;0.26;28;8;16163;0;0;39;10;5;2;50.33;9.82;274;0.44;9.14;1130;19;7;99;0;0
10;539;0;6;11;0.0039000000000000003;807350;0.12;50;8;13683;0;1;59;7;6;6;52.74;10.69;275;0.32;28.67;999;11;7;d;0;0
11;9;0;7;9;0.0049;727590;0.25;28;8;20210;0;1;36;9;5;6;99.9;99.9;7;0.56;4.32;1014;11;7;s;0;0
0;112;1;3;13;0.1039;332300;0.23;40;7;15104;0;0;22;5;1;3;9.44;2.6550000000000002;74;0.41;16.59;715;19;1;1;1;1
1;540;0;6;12;0.196;441400;0.3;30;8;14713;3;2;30;9;4;3;4.65;2.0700000000000003;26;0.53;11.13;1585;1;1;4;0;0
2;541;0;5;106;0.0913;419471;0.3;3;5;15535;2;2;27;8;4;4;13.08;4.0600000000000005;276;0.59;6.72;538;1;1;6;0;0
3;542;0;4;8;0.2;455600;0.21;50;8;16271;2;2;28;6;1;4;3.45;1.9900000000000002;1;0.39;9.45;834;1;1;7;0;0
4;543;0;6;149;0.0208;334650;0.21;26;5;11951;2;2;28;6;2;4;31.12;6.43;277;0.43;20.84;1094;2;1;99;0;0
5;544;0;5;50;0.0382;312400;0.22;22;12;8677;0;2;36;8;1;3;17.12;4.109999999999999;278;0.33;11.36;467;2;1;99;0;0
6;448;0;5;96;0.0137;385900;0.21;27;8;13306;1;2;29;6;3;9;99.9;99.9;158;0.62;9.63;1490;1;1;s;0;0
7;483;2;6;15;0.0053;282300;0.05;30;8;4952;1;1;57;3;1;6;59.44;10.625;248;0.18;17.44;352;6;1;99;0;0
8;111;0;4;43;0.125;298700;0.43;20;8;21335;0;1;14;6;2;0;8.38;2.365;60;0.57;7.35;1582;16;1;2;0;1
9;4;0;4;2;0.1482;459400;0.17;15;8;15313;1;2;30;5;5;2;5.34;2.085;4;0.4;22.85;1975;1;1;5;0;0
10;315;0;4;88;0.0447;413000;0.19;3;5;15884;1;2;26;5;3;1;22.20;5.529999999999999;57;0.35;16.42;1465;12;1;99;0;0
11;545;0;5;11;0.0128;441300;0.14;35;5;10507;1;0;42;6;6;5;32.35;4.904999999999999;9;0.4;8.18;1755;6;1;3;0;1
0;546;2;4;150;0.08460000000000001;249863;0.23;89;4;19220;0;1;13;3;5;1;7.76;2.505;279;0.69;5.42;2104;14;2;99;0;0
1;547;2;5;102;0.0083;354558;0.16;44;4;11079;2;1;32;5;5;7;59.32;10.68;8;0.53;7.17;1203;2;2;99;0;0
2;475;2;3;4;0.0519;361500;0.18;10;5;21264;1;1;17;3;1;3;17.06;4.105;2;0.41;60.17;1860;2;2;99;0;0
3;471;2;4;2;0.0641;383900;0.21;38;5;20205;2;1;19;4;2;4;15.84;4.38;173;0.53;48.59;1250;2;2;2;0;1
4;429;2;4;43;0.11349999999999999;462500;0.26;48;4;24342;2;1;19;5;2;3;9.92;3.1950000000000003;60;0.53;5.29;2810;16;2;99;0;0
5;119;2;4;11;0.1664;469796;0.43;12;4;22371;0;1;21;9;2;5;4.85;2.15;30;0.76;4.65;1985;2;2;1;1;1
6;548;2;5;88;0.21100000000000002;548300;0.53;27;8;28857;2;2;19;10;1;0;4.88;2.585;57;0.58;2.88;4300;12;2;3;0;1
7;331;2;4;139;0.0269;582400;0.08;38;5;22400;1;0;26;2;3;6;20.09;5.96;37;0.42;9.31;1404;5;2;99;0;0
8;549;2;3;10;0.1263;522700;0.33;31;33;34846;0;1;15;5;4;0;8.53;3.0149999999999997;8;0.6;4.39;3325;2;2;4;0;0
9;38;2;5;3;0.0086;534600;0.08;31;8;10482;3;1;51;4;5;9;62.74;10.05;29;0.35;30.01;752;7;2;6;0;0
10;392;2;6;124;0.0033;567300;0.07;3;5;9952;2;2;57;4;3;4;95.97;18.275;218;0.19;33.06;765;12;2;99;0;0
11;486;2;4;15;0.0274;605000;0.24;39;5;35588;1;2;17;4;2;2;31.25;7.865;60;0.47;12.63;1570;16;2;99;0;0
12;550;2;6;151;0.014499999999999999;582406;0.24;35;5;11885;0;0;49;12;8;2;43.71;10.02;280;0.45;2.94;2400;14;2;5;0;0
13;551;2;4;13;0.0864;661871;0.23;32;5;22062;2;0;30;7;8;0;7.94;3.145;75;0.5;6.88;1320;2;2;d;0;0
14;40;2;5;26;0.0068000000000000005;689900;0.21;3;5;20906;2;2;33;7;6;5;42.78;9.4;31;0.55;6.24;1270;12;2;7;0;0
0;552;0;3;10;0.051399999999999994;228500;0.33;49;7;25388;2;0;9;3;3;1;23.07;4.385;8;0.78;16.31;1710;2;3;99;0;0
1;553;1;3;151;0.0102;53806;0.25;89;4;6725;0;0;8;2;2;1;51.63;6.805;280;0.63;6.36;1076;14;3;99;0;0
2;554;0;3;4;0.09820000000000001;252000;0.13;10;5;16800;1;1;15;2;3;1;12.96;2.815;2;0.4;26.46;1940;2;3;99;0;0
3;555;1;3;3;0.0084;113695;0.09;37;7;10335;0;1;11;1;3;1;46.64;6.6;281;0.45;33.32;1521;1;3;5;0;0
4;556;1;3;106;0.30210000000000004;189500;0.29;0;7;27071;3;2;7;2;2;1;2.58;1.76;276;0.71;4.80;2395;1;3;99;0;0
5;557;1;3;11;0.07719999999999999;136135;0.25;1;4;17016;0;2;8;2;1;2;8.01;2.9050000000000002;60;0.63;7.95;1712;16;3;6;0;0
6;558;1;3;102;0.0797;144692;0.67;7;7;24115;0;0;6;4;1;0;13.08;2.98;282;0.83;2.68;2195;14;3;7;0;0
7;95;1;3;15;0.0034999999999999996;159900;0.11;6;4;17766;3;1;9;1;2;0;95.42;11.295;60;0.33;16.78;1009;16;3;3;0;1
8;559;2;3;43;0.2034;284377;0.4;2;4;28437;2;2;10;4;2;1;4.83;1.8;60;0.7;3.35;2800;16;3;1;1;1
9;560;0;3;150;0.1353;129585;0.6;70;7;25917;0;1;5;3;1;0;6.57;2.69;279;0.8;3.85;2344;14;3;4;0;0
10;561;0;3;88;0.0163;222500;0.3;44;4;22250;0;2;10;3;1;2;33.15;6.295;57;0.6;25.54;1270;12;3;2;0;1
11;562;1;3;96;0.0144;177300;0.44;39;5;19700;3;2;9;4;1;1;35.62;6.1850000000000005;158;0.67;4.23;2005;1;3;utg;0;0
0;563;2;5;15;0.0060999999999999995;249300;0.08;67;3;6925;1;2;36;3;5;3;50.59;4.46;283;0.31;24.23;490;6;4;99;0;0
1;564;0;4;4;0.0066;160650;0.1;63;3;7650;0;1;21;2;3;4;48.57;5.1899999999999995;284;0.43;22.53;799;1;4;7;0;0
2;280;0;4;10;0.6557;180000;0.83;8;3;30000;0;0;6;5;1;0;1.59;1.355;2;1.0;1.62;2850;2;4;99;0;0
3;565;0;4;3;0.0022;246400;0.05;36;3;6659;0;0;37;2;3;6;106.79;13.649999999999999;285;0.3;59.26;25;12;4;d;0;0
4;461;1;3;50;0.050499999999999996;223000;0.09;41;0;20272;0;2;11;1;4;2;10.49;2.2600000000000002;176;0.64;19.49;1450;1;4;6;0;0
5;412;0;5;11;0.057;217300;0.24;60;18;12782;3;0;17;4;6;1;7.71;1.975;9;0.65;7.81;1565;6;4;2;0;1
6;566;0;4;88;0.044000000000000004;226400;0.23;7;0;17415;3;0;13;3;3;2;99.9;99.9;57;0.62;8.54;1320;12;4;s;0;0
7;567;0;5;152;0.001;139400;0.09;60;18;6060;0;0;23;2;1;4;153.69;13.425;286;0.3;37.46;583;4;4;utg;0;0
8;414;0;5;13;0.002;208300;0.09;36;3;9056;1;0;23;2;1;6;80.75;9.065;226;0.39;30.46;815;12;4;4;0;0
9;418;0;6;139;0.0058;237998;0.05;8;3;3777;0;2;63;3;5;1;33.13;6.515000000000001;57;0.14;14.45;810;12;4;3;0;1
10;568;1;4;102;0.1632;225623;0.67;70;0;18801;0;0;12;8;3;0;4.95;1.685;282;0.92;2.31;2354;14;4;1;1;1
11;569;0;4;43;0.0059;163700;0.1;4;3;8185;1;0;20;2;1;1;43.04;5.41;108;0.2;34.32;138;8;4;5;0;0
0;26;0;7;15;0.1388;4463665;0.39;17;10;66621;2;1;67;26;6;4;5.35;2.295;21;0.54;5.28;2075;11;5;99;0;0
1;178;1;6;139;0.0451;1898500;0.18;23;8;37970;0;1;50;9;10;8;11.32;2.2;82;0.54;3.99;2405;4;5;4;0;0
2;463;0;9;50;0.0183;2048246;0.25;23;8;27309;1;1;75;19;11;7;24.82;4.225;155;0.49;26.74;2905;2;5;99;0;0
3;179;0;8;13;0.0033;2009933;0.27;45;12;25442;0;1;79;21;12;13;42.92;4.85;107;0.58;24.78;3048;14;5;2;0;1
4;570;1;7;106;0.0023;1725169;0.28;34;8;25370;0;1;68;19;11;6;88.30;10.58;107;0.53;44.19;2601;14;5;6;0;0
5;374;0;7;102;0.0045000000000000005;5508176;0.16;18;11;78688;2;1;70;11;14;9;53.37;6.19;2;0.49;8.40;2445;2;5;99;0;0
6;462;0;7;10;0.0058;3985001;0.25;47;12;62265;0;1;64;16;11;7;51.57;7.245;8;0.53;16.01;1602;2;5;99;0;0
7;571;1;6;14;0.001;1957500;0.2;19;12;35590;2;2;55;11;12;7;128.48;18.14;158;0.55;15.22;1300;1;5;99;0;0
8;281;0;11;98;0.011899999999999999;6726097;0.41;85;12;61707;0;2;109;45;18;10;32.32;4.235;160;0.67;5.62;2315;14;5;7;0;0
9;420;1;6;4;0.6995;3304559;0.53;22;12;82613;0;0;40;21;2;1;1.60;1.415;143;0.6;3.84;14350;11;5;1;1;1
10;138;0;10;43;0.0371;8537915;0.41;53;15;139965;0;1;61;25;16;7;17.56;3.33;60;0.79;5.03;6755;16;5;5;0;0
11;373;0;8;96;0.032400000000000005;2030120;0.37;21;12;39806;0;2;51;19;10;3;14.55;2.895;158;0.63;12.17;5791;1;5;3;0;1
0;572;0;6;43;0.2727;661000;0.35;35;5;28739;3;0;23;8;2;1;3.57;1.815;60;0.48;4.67;3560;16;6;d;0;0
1;53;0;5;11;0.1223;834512;0.13;23;8;27817;0;0;30;4;11;2;6.15;1.915;40;0.57;12.44;1800;13;6;1;1;1
2;396;0;6;49;0.0341;759302;0.1;23;8;12655;2;1;60;6;8;3;20.92;3.305;73;0.28;11.34;1822;1;6;3;0;1
3;573;0;6;102;0.0137;764800;0.25;38;5;21244;0;0;36;9;3;1;36.63;6.77;287;0.36;8.94;920;7;6;5;0;0
4;574;0;5;14;0.047400000000000005;609400;0.5;34;8;38087;1;0;16;8;1;0;12.05;3.25;54;0.56;11.75;1829;0;6;d;0;0
5;312;0;7;3;0.057699999999999994;825200;0.31;22;12;17191;0;0;48;15;8;5;13.44;3.365;177;0.58;12.08;1760;7;6;d;0;0
6;480;1;4;10;0.060700000000000004;589500;0.33;30;8;28071;1;0;21;7;3;2;18.86;3.4;2;0.57;4.22;1950;2;6;2;0;1
7;575;1;4;4;0.0027;812017;0.15;26;5;31231;0;1;26;4;7;3;99.9;99.9;288;0.54;42.46;3184;14;6;s;0;0
8;440;0;5;88;0.36460000000000004;709300;0.22;28;8;19170;3;2;37;8;4;5;2.55;1.525;57;0.46;5.37;4005;12;6;4;0;0
9;576;0;5;153;0.018000000000000002;574850;0.23;20;8;22109;1;1;26;6;7;2;22.63;4.720000000000001;75;0.58;16.96;3610;2;6;7;0;0
10;397;0;7;104;0.0029;880221;0.16;15;8;11894;1;1;74;12;16;9;74.63;9.69;175;0.5;28.36;1470;12;6;6;0;0
11;577;1;5;154;0.0032;714903;0.46;50;8;19321;0;0;37;17;7;6;99.9;99.9;280;0.81;3.00;1666;14;6;s;0;0
0;125;1;5;13;0.0368;1046103;0.23;34;8;19737;1;0;53;12;9;6;15.39;3.665;75;0.51;14.54;1185;2;7;2;0;1
1;33;1;5;12;0.2923;1563500;0.3;22;12;42256;0;1;37;11;4;3;3.77;1.975;26;0.49;6.20;3110;1;7;7;0;0
2;578;1;8;106;0.0391;1304538;0.37;30;8;20069;0;0;65;24;5;1;24.85;6.03;289;0.46;9.78;1135;14;7;4;0;0
3;446;0;6;88;0.2602;1264600;0.3;23;8;28740;1;2;44;13;6;4;4.10;2.08;57;0.52;3.87;2135;12;7;1;1;1
4;579;1;5;11;0.08800000000000001;1267500;0.24;22;12;30178;2;1;42;10;6;4;7.66;2.4000000000000004;290;0.48;16.19;2750;6;7;d;0;0
5;580;0;7;4;0.0687;1528300;0.34;42;5;34734;0;2;44;15;7;4;10.92;3.67;121;0.59;10.70;1309;11;7;99;0;0
6;581;1;10;155;0.0143;1354282;0.25;35;5;16719;1;1;81;20;16;8;33.11;7.17;291;0.54;8.12;1875;13;7;5;0;0
7;387;1;7;43;0.015300000000000001;1095766;0.22;23;8;22362;1;0;49;11;8;11;31.24;6.03;60;0.61;8.77;1420;16;7;99;0;0
8;51;0;5;3;0.0085;974300;0.26;23;8;25639;1;1;38;10;5;5;45.45;5.325;4;0.53;19.05;1805;1;7;3;0;1
9;129;1;5;8;0.0296;967690;0.14;34;8;26880;0;2;36;5;6;4;13.68;4.385;1;0.42;15.52;1730;1;7;6;0;0
10;582;1;7;102;0.0583;1447403;0.67;26;5;34461;0;0;42;28;3;1;15.48;4.035;282;0.76;3.35;2957;14;7;99;0;0
11;386;0;6;96;0.0888;1570388;0.24;33;12;32048;1;2;49;12;10;7;8.36;2.4450000000000003;158;0.59;7.06;2830;1;7;99;0;0
0;583;2;10;11;0.009399999999999999;4021304;0.13;45;12;36892;1;1;109;14;14;15;69.56;8.66;60;0.39;47.70;80;16;1;1;1;1
1;584;2;6;20;0.2133;3977500;0.28;87;27;86467;0;1;46;13;12;4;4.21;1.7249999999999999;20;0.63;9.23;9155;11;1;99;0;0
2;585;2;6;43;0.248;8553830;0.55;55;20;275930;0;1;31;17;7;4;2.91;1.42;60;0.9;4.49;8700;16;1;2;0;1
3;487;2;6;3;0.1789;2513450;0.29;33;12;38082;0;2;66;19;7;12;4.80;1.955;250;0.58;4.94;5705;2;1;5;0;0
4;488;2;8;13;0.09880000000000001;6774508;0.23;45;12;95415;0;1;71;16;13;7;8.67;3.005;75;0.51;8.44;5735;2;1;7;0;0
5;489;2;7;5;0.1402;3561321;0.32;21;12;62479;0;1;57;18;11;5;8.28;2.45;2;0.6;23.82;2325;2;1;99;0;0
6;90;2;7;7;0.0167;4544390;0.28;45;12;78351;0;2;58;16;7;8;34.28;5.39;61;0.53;31.45;840;7;1;3;0;1
7;586;2;6;4;0.0296;1413419;0.31;85;12;26174;0;2;54;17;10;6;26.92;4.335;46;0.61;15.57;3875;6;1;6;0;0
8;409;2;5;40;0.06509999999999999;5984250;0.27;29;5;161736;0;2;37;10;8;5;13.86;3.4850000000000003;48;0.62;6.09;1925;11;1;4;0;0
0;587;0;4;10;0.5307999999999999;458500;0.6;31;8;45850;0;1;10;6;2;0;1.89;1.33;8;0.8;4.54;4375;2;2;2;0;1
1;588;0;4;49;0.0141;310161;0.14;44;4;14098;0;0;22;3;4;2;53.16;6.220000000000001;73;0.41;6.99;2486;1;2;1;1;1
2;589;0;4;91;0.0885;198500;0.38;1;4;24812;1;0;8;3;2;1;6.04;2.675;292;0.75;7.55;1535;11;2;d;0;0
3;590;0;4;15;0.066;284900;0.33;56;4;15827;0;1;18;6;5;0;13.76;3.17;88;0.61;2.77;2850;18;2;3;0;1
4;591;0;5;5;0.049;297900;0.07;14;5;9930;0;1;30;2;3;9;24.96;4.31;2;0.47;10.84;2365;2;2;6;0;0
5;592;0;5;11;0.0058;321600;0.15;1;4;12369;1;0;26;4;3;2;60.53;7.72;293;0.35;11.90;1910;6;2;99;0;0
6;593;0;4;20;0.0506;247000;0.6;39;5;24700;1;1;10;6;0;1;11.89;3.28;88;0.7;2.89;2470;18;2;4;0;0
7;594;0;4;43;0.0765;261000;0.36;35;5;18642;0;1;14;5;1;1;17.17;5.03;20;0.5;2.96;2810;11;2;d;0;0
8;595;0;4;156;0.0026;301200;0.21;10;5;15852;3;0;19;4;4;0;97.22;11.175;294;0.42;25.39;1570;16;2;7;0;0
9;360;0;5;4;0.010700000000000001;303000;0.3;31;8;13173;0;0;23;7;3;2;44.06;6.26;205;0.52;12.51;2130;7;2;99;0;0
10;213;0;7;7;0.0877;358000;0.5;39;5;29833;0;1;12;6;1;1;9.15;2.2199999999999998;20;0.67;4.59;2810;11;2;99;0;0
11;529;2;4;146;0.0175;327000;0.17;44;4;13625;0;1;24;4;1;2;20.04;4.37;267;0.29;28.42;2065;4;2;5;0;0
0;143;0;6;31;0.0873;750700;0.16;52;12;17458;0;1;43;7;5;7;11.28;2.66;295;0.44;12.38;2480;3;3;7;0;0
1;596;0;5;20;0.0338;698400;0.23;25;8;26861;0;1;26;6;2;4;23.85;4.445;20;0.46;8.58;865;11;3;4;0;0
2;496;0;5;2;0.2321;981550;0.32;15;8;31662;0;1;31;10;5;3;3.68;1.8599999999999999;253;0.58;3.74;5175;2;3;1;1;1
3;597;1;5;43;0.3154;1062000;0.5;34;8;53100;0;1;20;10;2;0;2.31;1.365;20;0.6;5.46;4350;11;3;99;0;0
4;598;0;6;24;0.0129;677676;0.3;42;5;13553;0;1;50;15;13;6;38.94;5.565;296;0.68;5.97;2388;14;3;d;0;0
5;599;0;5;71;0.005600000000000001;840100;0.16;47;12;22107;0;1;38;6;10;6;51.57;6.95;123;0.58;7.55;2205;11;3;6;0;0
6;439;0;6;88;0.11410000000000001;927262;0.6;30;8;37090;0;2;25;15;2;1;13.81;3.6399999999999997;57;0.72;4.01;3455;12;3;3;0;1
7;600;0;6;7;0.16940000000000002;1031429;0.22;28;8;25156;0;0;41;9;7;3;6.61;2.205;109;0.46;5.06;2995;11;3;2;0;1
8;601;1;4;15;0.006999999999999999;690500;0.08;54;12;17262;3;1;40;3;4;6;47.45;6.1850000000000005;21;0.33;29.22;1335;11;3;99;0;0
9;602;0;5;5;0.0037;873700;0.17;31;8;18202;3;1;48;8;4;8;62.57;8.64;2;0.42;29.55;1170;2;3;99;0;0
